ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:01368	Acute kidney injury			POI_context	D058186	DOID:2359	C0022660			MONDO:0002492	source:promoted_from_kg
ARDS_POI:01369	Surgical Procedures		Surgery	POI_context	D013577		C0038303				source:promoted_from_kg
ARDS_POI:01377	Hyperproteinemia		Increased serum protein	POI_outcome	D006956	DOID:0050696	C0020538				source:promoted_from_kg
ARDS_POI:01382	Hypoventilation		Hypoventilation detection impairment	POI_mechanism	D006943	DOID:12235	C0020677				source:promoted_from_kg
ARDS_POI:01383	Perioperative Period		Perioperative context	POI_context	D013997		C0031809				source:promoted_from_kg
ARDS_POI:01387	Ventilator-free days		More ventilator-free days	POI_outcome	D014568		C0042304				source:promoted_from_kg
ARDS_POI:01388	ICU-free days		More ICU-free days	POI_outcome	D018806		C0021708				source:promoted_from_kg
ARDS_POI:01393	Lung aeration		Assessment of global lung aeration	POI_outcome	D008168		C0024109				source:promoted_from_kg
ARDS_POI:01395	Regional lung aeration assessment		Assessment of regional lung aeration	POI_outcome	D008168		C0024109				source:promoted_from_kg
ARDS_POI:01399	Alveolar ventilation		Improved alveolar ventilation efficiency	POI_mechanism	D000469		C0003074		GO:0007588		source:promoted_from_kg
ARDS_POI:01403	Liquid ventilation with perflubron		Dependent lung filling with perflubron	POI_mechanism	D054810		C0282624	CHEBI:5403			source:promoted_from_kg
ARDS_POI:01406	pulmonary compliance		Improved pulmonary compliance	POI_outcome	D011653		C0034707		GO:0007588		source:promoted_from_kg
ARDS_POI:01411	Chest X-ray		Chest radiograph interpretation	POI_context	D001942		C0034623				source:promoted_from_kg
ARDS_POI:01417	Lung Injury Score			POI_intervention	D018409		C0451816				source:promoted_from_kg
ARDS_POI:01420	Critical Care		Critical care context	POI_context	D003422		C0010337				source:promoted_from_kg
ARDS_POI:01422	Extracorporeal CO2 removal		ECCO2R for CO2 removal	POI_intervention	D005168		C0010127				source:promoted_from_kg
ARDS_POI:01435	Intensive Care Unit-Acquired Weakness		Neuromuscular dysfunction from prolonged ICU stay	POI_mechanism	D006945	DOID:0080200	C0752305				source:promoted_from_kg
ARDS_POI:01447	Ventilator-free days			POI_outcome	D012128	DOID:11394	C0035222				source:promoted_from_kg
ARDS_POI:01448	Black or African American		Black race	POI_population	D001540		C0005789				source:promoted_from_kg
ARDS_POI:01449	Hispanic or Latino		Hispanic ethnicity	POI_population	D006491		C0005842				source:promoted_from_kg
ARDS_POI:01450	White race			POI_population	D006750		C1513383				source:promoted_from_kg
ARDS_POI:01456	Drug Therapy		Pharmacotherapy context	POI_context	D004358		C0013216				source:promoted_from_kg
ARDS_POI:01467	Upper airway obstruction		Upper airway obstruction diagnosis	POI_outcome	D001348	DOID:0050502	C0004096				source:promoted_from_kg
ARDS_POI:01471	Impaired alveolar fluid clearance			POI_mechanism	D044484		C1145670		GO:0034045		source:promoted_from_kg
ARDS_POI:01481	Spontaneous Awakening Trial		Spontaneous Awakening Trials	POI_intervention	D061388		C3697357				source:promoted_from_kg
ARDS_POI:01483	Ventilator-free days		Days Breathing without Assistance	POI_outcome	D018790		C0035222				source:promoted_from_kg
ARDS_POI:01493	Intensive Care Unit Costs		Reduced ICU costs	POI_outcome	D017721		C0021701				source:promoted_from_kg
ARDS_POI:01494	Healthcare Costs		Reduced hospital costs	POI_outcome	D017721		C0010684				source:promoted_from_kg
ARDS_POI:01511	COPD exacerbation treatment failure		Reduced treatment failure in COPD exacerbation	POI_outcome	D055424	DOID:0050741	C0242621				source:promoted_from_kg
ARDS_POI:01512	respiratory function improvement		Improved respiratory parameters in COPD exacerbation	POI_outcome	D012131	DOID:0050741	C0035203		GO:0007585		source:promoted_from_kg
ARDS_POI:01523	Barotrauma		High airway pressure barotrauma	POI_mechanism	D001469		C0004760				source:promoted_from_kg
ARDS_POI:01537	Deconditioning			POI_mechanism	D003681		C0011850				source:promoted_from_kg
ARDS_POI:01538	Impaired Airway Clearance			POI_mechanism	D000332		C0231835				source:promoted_from_kg
ARDS_POI:01541	Weaning Failure			POI_mechanism	D052929		C0239123				source:promoted_from_kg
ARDS_POI:01544	Clinical Deterioration		Composite clinical worsening	POI_outcome	D018450		C0205179				source:promoted_from_kg
ARDS_POI:01548	Extubation Success		Increased first-attempt extubation success	POI_outcome	D005120		C0559470				source:promoted_from_kg
ARDS_POI:01549	Synchronized Intermittent Mandatory Ventilation		Decreased use of SIMV	POI_intervention	D018629		C0199470				source:promoted_from_kg
ARDS_POI:01551	Weaning success		Improved weaning outcomes	POI_outcome	D015300		C0043157				source:promoted_from_kg
ARDS_POI:01555	Pulse Pressure Variation		Pulse pressure variation (DeltaPP)	POI_intervention	D058185		C1456820				source:promoted_from_kg
ARDS_POI:01561	Peak Inspiratory Pressure		Peak inspiratory pressure limitation	POI_mechanism	D010366		C0428622				source:promoted_from_kg
ARDS_POI:01564	Surgery		Noncardiothoracic surgery	POI_context	D013514		C0038895				source:promoted_from_kg
ARDS_POI:01567	Survival		Improved 60-day survival	POI_outcome	D015996		C0038952				source:promoted_from_kg
ARDS_POI:01580	Pulmonary complications		Reduced postoperative pulmonary complications	POI_outcome	D011656		C0032943				source:promoted_from_kg
ARDS_POI:01581	Abdominal Surgical Procedures		Abdominal surgery	POI_context	D000015		C0001904				source:promoted_from_kg
ARDS_POI:01582	Nasogastric tube insertion		Selective nasogastric tube use after abdominal surgery	POI_intervention	D017721		C0028807				source:promoted_from_kg
ARDS_POI:01589	Weaning Success		Improved weaning rate	POI_outcome	D015300		C0043083				source:promoted_from_kg
ARDS_POI:01594	Bed rest		Duration of bed rest during critical illness	POI_mechanism	D001510		C0001728				source:promoted_from_kg
ARDS_POI:01615	Impaired cough reflex		Ineffective cough and excessive secretions	POI_mechanism	D003371		C0010200				source:promoted_from_kg
ARDS_POI:01617	Heart Failure		Congestive heart failure	POI_mechanism	D003324	DOID:6000	C0018802				source:promoted_from_kg
ARDS_POI:01618	Upper Airway Obstruction			POI_mechanism	D014564	DOID:0050593	C0042210				source:promoted_from_kg
ARDS_POI:01624	Pain		Reduced patient discomfort	POI_outcome	D010146		C0030193				source:promoted_from_kg
ARDS_POI:01625	Biomechanical displacement		Reduced interface displacements	POI_outcome	D001696		C0012143				source:promoted_from_kg
ARDS_POI:01626	Oxygen desaturation		Reduced oxygen desaturations	POI_outcome	D010100		C0020456				source:promoted_from_kg
ARDS_POI:01631	treatment failure		Reduced treatment failure	POI_outcome	D017211		C0679638				source:promoted_from_kg
ARDS_POI:01642	Ventilator-free days		Reduced ventilator-free days	POI_outcome			C3853727				source:promoted_from_kg
ARDS_POI:01650	Serious Adverse Events		Reduced serious adverse events after major surgery	POI_outcome	D064420		C0877248				source:promoted_from_kg
ARDS_POI:01651	Surgical Procedures		Major surgery context	POI_context	D013514		C0543467				source:promoted_from_kg
ARDS_POI:01653	discharge planning		Discharge to home vs rehabilitation facility in ICUAW	POI_outcome	D004358		C0279329				source:promoted_from_kg
ARDS_POI:01658	Diagnostic testing for intensive care unit acquired weakness		Diagnostic testing for ICUAW	POI_mechanism	D055119	DOID:0080203	C0948664				source:promoted_from_kg
ARDS_POI:01660	ICU-acquired weakness		ICUAW outcomes	POI_outcome	D055119		C1443148				source:promoted_from_kg
ARDS_POI:01661	Intensive Care Unit-Acquired Weakness management		ICUAW management	POI_intervention	D055119		C1963185				source:promoted_from_kg
ARDS_POI:01677	Adverse Events		Increased adverse events	POI_outcome	D064420		C0877248				source:promoted_from_kg
ARDS_POI:01680	Lubricating eye drops		Scheduled eye care with lubricating drops/gel and eyelid closure	POI_intervention	D007449		C0015392	CHEBI:24866			source:promoted_from_kg
ARDS_POI:01682	Respiratory muscle paralysis		Avoid respiratory muscle paralysis in asthma	POI_outcome	D012818		C0035021				source:promoted_from_kg
ARDS_POI:01685	Asthma		Asthma context	POI_context	D001249	DOID:2841	C0004096				source:promoted_from_kg
ARDS_POI:01686	Hypoxemia		Severe hypoxemia context	POI_context	D000860		C0242184				source:promoted_from_kg
ARDS_POI:01687	Respiratory acidosis		Respiratory acidosis context	POI_context	D000193	DOID:12217	C0034625				source:promoted_from_kg
ARDS_POI:01688	Hemodynamic instability		Hemodynamic instability context	POI_context	D006439		C0151786				source:promoted_from_kg
ARDS_POI:01689	Hydrocortisone			POI_intervention	D006803		C0020177	CHEBI:17650			source:promoted_from_kg
ARDS_POI:01690	Treatment failure		Treatment failure on day 21	POI_outcome	D017211		C0679646				source:promoted_from_kg
ARDS_POI:01694	Cardiovascular System Evaluation		Cardiovascular evaluation	POI_intervention	D002303		C0007099				source:promoted_from_kg
ARDS_POI:01696	Diffusing Capacity of the Lungs for Carbon Monoxide		Diffusion capacity (DLCO)	POI_intervention	D008943		C0013218				source:promoted_from_kg
ARDS_POI:01698	Cardiopulmonary exercise test		Cardiopulmonary exercise testing (VO2max)	POI_intervention	D050801		C0392605				source:promoted_from_kg
ARDS_POI:01699	Preoperative Risk Assessment		Preoperative risk assessment for lung cancer resection	POI_outcome	D011300		C0030599				source:promoted_from_kg
ARDS_POI:01701	Lung cancer surgical resection		Lung cancer resection	POI_intervention	D008175	DOID:1324	C0023109				source:promoted_from_kg
ARDS_POI:01704	Interleukin-6 serum level		Reduced serum IL-6 levels	POI_outcome	D007072		C0021641	CHEBI:27744			source:promoted_from_kg
ARDS_POI:01706	Methemoglobinemia		Increased methemoglobin levels	POI_outcome	D008662	DOID:4325	C0024621				source:promoted_from_kg
ARDS_POI:01717	Renal Insufficiency		Increased renal dysfunction	POI_outcome	D012141	DOID:2334	C0034749				source:promoted_from_kg
ARDS_POI:01724	Quality of life		Improved quality of life in hypercapnic COPD	POI_outcome	D011788		C0034380				source:promoted_from_kg
ARDS_POI:01725	Hypercapnic chronic obstructive pulmonary disease		Hypercapnic COPD	POI_disease	D029721	DOID:3083	C0024117				source:promoted_from_kg
ARDS_POI:01732	Clinical resolution		Faster clinical resolution	POI_outcome	D015706		C0849355				source:promoted_from_kg
ARDS_POI:01737	Acute respiratory insufficiency		Acute respiratory insufficiency after lung resection	POI_context	D012131	DOID:11549	C0035229				source:promoted_from_kg
ARDS_POI:01748	Ventilator weaning		Improved ventilator liberation outcomes	POI_outcome	D015300		C0087144				source:promoted_from_kg
ARDS_POI:01749	Albuterol		Aerosolized albuterol	POI_intervention	D000314		C0001491	CHEBI:2549			source:promoted_from_kg
ARDS_POI:01751	Heart rate increase			POI_outcome	D006215		C0018810		GO:0001996		source:promoted_from_kg
ARDS_POI:01752	Atrial Fibrillation		Atrial fibrillation incidence	POI_outcome	D001281	DOID:0060224	C0004238				source:promoted_from_kg
ARDS_POI:01755	Driving pressure			POI_outcome			C3839190				source:promoted_from_kg
ARDS_POI:01761	Major Adverse Cardiovascular Events		Reduced composite major adverse events at 30 days	POI_outcome	D000072658		C1519769				source:promoted_from_kg
ARDS_POI:01762	Cardiac Surgery		Cardiac surgery context	POI_context	D002390		C0007057				source:promoted_from_kg
ARDS_POI:01763	Cardiopulmonary Bypass			POI_context	D002131		C0006927				source:promoted_from_kg
ARDS_POI:01783	Hospitalization		Acute hospitalization	POI_context	D006760		C0019993				source:promoted_from_kg
ARDS_POI:01785	Ventilator weaning		Nurse-driven ventilator weaning	POI_intervention	D015300		C0087144				source:promoted_from_kg
ARDS_POI:01787	Intensive Care Units		ICU setting	POI_context	D007362		C0021708				source:promoted_from_kg
ARDS_POI:01788	Surgical patients			POI_population	D013530		C0871461				source:promoted_from_kg
ARDS_POI:01790	Health-related quality of life		Reduced health-related quality of life	POI_outcome	D011788		C0034380				source:promoted_from_kg
ARDS_POI:01800	Glutathione biosynthesis		Glutathione repletion by NAC/OTZ	POI_mechanism	D005978		C0017817	CHEBI:16856	GO:0006750		source:promoted_from_kg
ARDS_POI:01813	Early initiation of feeding		Early feeding initiation	POI_mechanism	D000067268		C4554654				source:promoted_from_kg
ARDS_POI:01815	Diffuse alveolar damage		Diffuse alveolar damage at autopsy	POI_outcome	D055120	DOID:0050746	C0012623				source:promoted_from_kg
ARDS_POI:01819	Angiotensin-Converting Enzyme Regulation		ACE activity regulation	POI_mechanism	D007703		C0950309		GO:0010466		source:promoted_from_kg
ARDS_POI:01823	alveolar epithelial cell survival			POI_mechanism	D055450		C1706282		GO:0072577		source:promoted_from_kg
ARDS_POI:01824	Fibroblast Activation		Pulmonary fibroblast activation	POI_mechanism	D005347		C1155910		GO:0007015		source:promoted_from_kg
ARDS_POI:01826	Surfactant pool, alveolar		Decreased lavageable surfactant pool	POI_mechanism	D011661		C0597357				source:promoted_from_kg
ARDS_POI:01828	Pulmonary alveolar proteinosis		Increased alveolar protein load	POI_mechanism	D011649	DOID:16063	C0034185				source:promoted_from_kg
ARDS_POI:01829	Surfactant phospholipid metabolism		Altered surfactant phospholipid profile	POI_mechanism	D011663		C0038651	CHEBI:16038	GO:0001674		source:promoted_from_kg
ARDS_POI:01830	Surfactant protein A		Decreased surfactant protein A (SP-A)	POI_mechanism	D013498		C0038638	CHEBI:138341			source:promoted_from_kg
ARDS_POI:01832	Rapid Shallow Breathing Index			POI_mechanism	D012122		C0034531				source:promoted_from_kg
ARDS_POI:01837	Extubation readiness assessment		Extubation readiness	POI_context	D005124		C0542701				source:promoted_from_kg
ARDS_POI:01840	surgical site infection		No effect on surgical site infection within 14 days	POI_outcome	D013530	DOID:0050866	C0038941				source:promoted_from_kg
ARDS_POI:01843	Driving pressure		Driving pressure reduction	POI_mechanism			C3839190				source:promoted_from_kg
ARDS_POI:01847	Ventilation Duration		Reduced total ventilation duration	POI_outcome	D012156		C0020045				source:promoted_from_kg
ARDS_POI:01856	Cognitive impairment, chronic		Long-term cognitive impairment	POI_outcome	D003194	DOID:12849	C0009264				source:promoted_from_kg
ARDS_POI:01878	Respiratory muscle unloading		No respiratory muscle unloading	POI_outcome	D012106		C0035246		GO:0007588		source:promoted_from_kg
ARDS_POI:01888	Intensive Care Unit length of stay		Reduced ICU length of stay	POI_outcome	D007333		C0021579				source:promoted_from_kg
ARDS_POI:01889	Length of Stay		Reduced hospital length of stay	POI_outcome	D006801		C0020542				source:promoted_from_kg
ARDS_POI:01890	Tracheotomy		Reduced need for tracheotomy	POI_outcome	D014028		C0041618				source:promoted_from_kg
ARDS_POI:01893	Intensive Care Unit Survival		Improved ICU survival	POI_outcome	D007485		C0020581				source:promoted_from_kg
ARDS_POI:01894	Weaning Failure		Persistent weaning failure	POI_context	D052581		C0581047				source:promoted_from_kg
ARDS_POI:01898	Critical Care		Unspecified critical care advances	POI_mechanism	D003422		C0010337				source:promoted_from_kg
ARDS_POI:01903	Respiratory muscle work		Monitor respiratory muscle workload	POI_outcome	D012119		C0035258		GO:0045333		source:promoted_from_kg
ARDS_POI:01904	Diaphragm atrophy		Assess diaphragm atrophy	POI_outcome	D003955		C0232688				source:promoted_from_kg
ARDS_POI:01910	Intensive Care Unit Care		Usual ICU care	POI_intervention	D003422		C0021708				source:promoted_from_kg
ARDS_POI:01911	Length of Stay		Hospital length of stay	POI_outcome	D007883		C0020963				source:promoted_from_kg
ARDS_POI:01913	Intensive Care Unit stay duration		ICU days	POI_outcome	D007474		C0020769				source:promoted_from_kg
ARDS_POI:01914	Short Physical Performance Battery		Short Physical Performance Battery score	POI_outcome	D000072797		C0451233				source:promoted_from_kg
ARDS_POI:01915	SF-36 Health Survey		SF-36 physical and mental health	POI_outcome	D018334		C0743354				source:promoted_from_kg
ARDS_POI:01916	Functional Performance Inventory		Functional Performance Inventory score	POI_outcome	D000203		C0016853				source:promoted_from_kg
ARDS_POI:01917	Mini-Mental State Examination		Mini-Mental State Examination score	POI_outcome	D008968		C0026265				source:promoted_from_kg
ARDS_POI:01921	Rescue therapy		Reduced need for rescue therapy	POI_outcome	D013812		C0085133				source:promoted_from_kg
ARDS_POI:01927	Arterial oxygen partial pressure to fractional inspired oxygen ratio		Sustained improvement in P/F ratio	POI_outcome	D010100		C0428529				source:promoted_from_kg
ARDS_POI:01940	Hemodynamic Stability		Stable hemodynamics context	POI_context	D006439		C0019010				source:promoted_from_kg
ARDS_POI:01942	Hospital readmission		Reduced rehospitalization at 1 year in COPD	POI_outcome	D006760		C0030688				source:promoted_from_kg
ARDS_POI:01943	Oxygen requirement		Reduced new oxygen requirement at 1 year in COPD	POI_outcome	D010100	DOID:3083	C0030054				source:promoted_from_kg
ARDS_POI:01944	Chronic Obstructive Pulmonary Disease			POI_context	D003238	DOID:3083	C0024117				source:promoted_from_kg
ARDS_POI:01959	Ventilator weaning		Ventilator liberation protocol	POI_intervention	D012122		C0087144				source:promoted_from_kg
ARDS_POI:01963	Immunocompromised Host		Immunocompromised patients	POI_population	D007153		C0021311				source:promoted_from_kg
ARDS_POI:01973	Ventilator Weaning		Reduced daily ventilatory support duration	POI_outcome	D015300		C0580294				source:promoted_from_kg
ARDS_POI:01974	Prolonged weaning duration		Increased total weaning duration	POI_outcome	D014886		C0043227				source:promoted_from_kg
ARDS_POI:01980	Adrenal Insufficiency			POI_disease	http://purl.bioontology.org/ontology/MESH/D000309	DOID:12808	C0001623				source:promoted_from_kg
ARDS_POI:01982	Diaphragmatic Fatigue		Diaphragm fatigue	POI_mechanism	D005221		C0232693				source:promoted_from_kg
ARDS_POI:01983	Diaphragmatic Weakness			POI_mechanism	D003968		C0231526				source:promoted_from_kg
ARDS_POI:01984	Muscle recruitment		Rib cage muscle recruitment	POI_mechanism	D018763		C0026845		GO:0006936		source:promoted_from_kg
ARDS_POI:01985	Expiratory muscle recruitment			POI_mechanism	D005541		C0231814		GO:0045272		source:promoted_from_kg
ARDS_POI:01987	Ventilator-free days		Improved ventilation-free days	POI_outcome	D061725		C4288120				source:promoted_from_kg
ARDS_POI:01988	Multiple Organ Dysfunction Syndrome Score		Improved MODS score	POI_outcome	D009102		C0026770				source:promoted_from_kg
ARDS_POI:01989	Lung Injury Score		Improved Lung Injury Scores	POI_outcome	D055371		C0451816				source:promoted_from_kg
ARDS_POI:01992	Ventilation-Perfusion Ratio		Improved ventilation-perfusion relationships (VA/Q)	POI_outcome	D010812		C0042813				source:promoted_from_kg
ARDS_POI:01993	Shunt perfusion decrease		Decreased shunt perfusion	POI_mechanism	D010477		C0333150				source:promoted_from_kg
ARDS_POI:01996	Ventilator-free days		Similar ventilator-free days	POI_outcome			C3853727				source:promoted_from_kg
ARDS_POI:01997	Gastrointestinal Intolerance		Reduced gastrointestinal intolerance	POI_outcome	D004415		C0232527				source:promoted_from_kg
ARDS_POI:02001	Extracorporeal Life Support			POI_intervention	D005016	DOID:11394	C0013376				source:promoted_from_kg
ARDS_POI:02004	alveolar strain		Alveolar strain minimization	POI_mechanism	D000080005		C0333572		GO:0001765		source:promoted_from_kg
ARDS_POI:02015	Hospitalization		Reduced hospitalization rate in acute asthma	POI_outcome	D006801		C0020538				source:promoted_from_kg
ARDS_POI:02016	Asthma Attack		Acute asthmatic attack	POI_context	D001249	DOID:2841	C0004096				source:promoted_from_kg
ARDS_POI:02019	Dead space ventilation		Dead space fraction (Vd/Vt)	POI_mechanism	D012121						source:promoted_from_kg
ARDS_POI:02020	Viral replication		Failure to control viral replication	POI_mechanism	D014779		C0042769		GO:0019079		source:promoted_from_kg
ARDS_POI:02022	Disseminated intravascular coagulation		Enhanced intravascular coagulation	POI_mechanism	D004839	DOID:11247	C0012833				source:promoted_from_kg
ARDS_POI:02027	Neutrophil Elastase Inhibition			POI_mechanism	D053481		C1272753		GO:0010951		source:promoted_from_kg
ARDS_POI:02030	Shunt Flow		Reduced shunt flow	POI_outcome	D015994		C0560088				source:promoted_from_kg
ARDS_POI:02031	Prostacyclin		Aerosolized prostacyclin	POI_intervention	D011396		C0033367	CHEBI:26347			source:promoted_from_kg
ARDS_POI:02033	Ventilation-Perfusion Ratio		Improved ventilation-perfusion	POI_mechanism	D014692		C0042813				source:promoted_from_kg
ARDS_POI:02037	Critical Care Capacity		Impact on critical care capacity	POI_outcome	D017586		C0010780				source:promoted_from_kg
ARDS_POI:02038	SARS outbreak		SARS outbreak context	POI_context	D045169	DOID:2945	C0038013				source:promoted_from_kg
ARDS_POI:02042	Chronic Respiratory Diseases		Chronic respiratory disorders	POI_population	D012140	DOID:1816	C0008768				source:promoted_from_kg
ARDS_POI:02043	Respiratory rate decreased		Reduced respiratory rate	POI_outcome	D012131		C0235764				source:promoted_from_kg
ARDS_POI:02053	Intensive care unit length of stay		Increased ICU length of stay in cardiogenic pulmonary edema/acute-on-chronic respiratory failure	POI_outcome	D007902		C0020057				source:promoted_from_kg
ARDS_POI:02061	Assisted cough		Manually and mechanically assisted coughing	POI_mechanism	D003371		C0010200				source:promoted_from_kg
ARDS_POI:02062	Hospitalization		Reduced hospitalization rates	POI_outcome	D011656		C0032943				source:promoted_from_kg
ARDS_POI:02063	Neuromuscular Diseases		Neuromuscular disease	POI_population	http://purl.bioontology.org/ontology/MESH/D009468	DOID:440	C0027868			MONDO:0019056	source:promoted_from_kg
ARDS_POI:02065	Patient Comfort		Reduced patient comfort	POI_outcome	D000328		C2919552				source:promoted_from_kg
ARDS_POI:02066	Ventilator leak		Ventilator leak magnitude	POI_mechanism	D045666		C0428705				source:promoted_from_kg
ARDS_POI:02069	neuromuscular blocking agent infusion		48-hr NMBA infusion	POI_intervention	D018686		C0027888				source:promoted_from_kg
ARDS_POI:02077	Postoperative Respiratory Complications		Reduced postoperative respiratory complications	POI_outcome	D011656		C0032943				source:promoted_from_kg
ARDS_POI:02078	Noncardiac Surgery		Non-cardiac surgery	POI_context	D013504		C0038895				source:promoted_from_kg
ARDS_POI:02081	physical function		No difference in physical function at 1, 3, 6 months	POI_outcome	D010809		C0031843				source:promoted_from_kg
ARDS_POI:02082	Physical Therapy Intervention		Early PT intervention	POI_intervention	D026741		C0949624				source:promoted_from_kg
ARDS_POI:02097	Fraction of Inspired Oxygen		Reduced FiO2 requirements	POI_outcome	D005456		C0015914				source:promoted_from_kg
ARDS_POI:02098	Lung injury improvement		Lung injury score improvement	POI_outcome	D011656		C0032943				source:promoted_from_kg
ARDS_POI:02100	Hospital Discharge		Poor hospital discharge outcomes	POI_outcome	D006365		C0020538				source:promoted_from_kg
ARDS_POI:02101	Clinical Outcome		Worse outcomes in USA	POI_context	D000071116		C0087113				source:promoted_from_kg
ARDS_POI:02103	United States			POI_context	http://purl.bioontology.org/ontology/MESH/D014481						source:promoted_from_kg
ARDS_POI:02107	Time to Clinical Stability		Reduced time to clinical stability	POI_outcome	D061345		C3661409				source:promoted_from_kg
ARDS_POI:02108	Length of Stay		Reduced duration of hospitalization	POI_outcome	D006801		C0020145				source:promoted_from_kg
ARDS_POI:02109	Hyperglycemia		Increased hyperglycemia requiring treatment	POI_outcome	D006943	DOID:4214	C0020456				source:promoted_from_kg
ARDS_POI:02113	Quality-Adjusted Life Years		Poor quality-adjusted survival at 12 months	POI_outcome	D019803		C0034530				source:promoted_from_kg
ARDS_POI:02115	Upper inflection point identification			POI_mechanism							source:promoted_from_kg
ARDS_POI:02121	Weaning failure		Decreased weaning success	POI_outcome	D018056		C0035174				source:promoted_from_kg
ARDS_POI:02124	Weaning Failure		Ventilation weaning failure	POI_mechanism	D017597		C0035287				source:promoted_from_kg
ARDS_POI:02128	Length of Stay		Shorter hospital length of stay	POI_outcome	D007782		C0023007				source:promoted_from_kg
ARDS_POI:02129	Intensive Care Unit Admission		ICU admission for severe CAP	POI_intervention	D007362		C0021708				source:promoted_from_kg
ARDS_POI:02130	Length of Hospital Stay		Longer hospital stay	POI_outcome	D006760		C0023303				source:promoted_from_kg
ARDS_POI:02131	Hospital Costs		Higher hospital costs	POI_outcome	D017722		C0019867				source:promoted_from_kg
ARDS_POI:02134	Plethysmography, Impedance		Optoelectronic plethysmography	POI_intervention	D010919		C0033727				source:promoted_from_kg
ARDS_POI:02137	Chest Wall Volume		Compartmental chest wall volume measurement	POI_outcome	D002924		C0817096				source:promoted_from_kg
ARDS_POI:02138	Abdominal breathing		Abdominal contribution to inspired volume	POI_outcome	D001762		C0001949				source:promoted_from_kg
ARDS_POI:02144	Respiratory muscle pressure-time index		Reduced respiratory muscle pressure-time index	POI_outcome	D012119		C0035245				source:promoted_from_kg
ARDS_POI:02147	respiratory synchronization		Improved breathing pattern and synchrony	POI_outcome	D012119		C0035203		GO:0007588		source:promoted_from_kg
ARDS_POI:02148	Airway resistance		Airway resistance reduction with tracheostomy	POI_mechanism	D000402		C0232233				source:promoted_from_kg
ARDS_POI:02155	Arterial blood gas analysis		Improved arterial blood gases	POI_outcome	D001784		C0428974				source:promoted_from_kg
ARDS_POI:02156	Treatment Tolerance		Improved patient tolerance	POI_outcome	D064888		C0039798				source:promoted_from_kg
ARDS_POI:02159	Bispectral Index		Bispectral Index monitoring	POI_intervention	D018622		C0813455				source:promoted_from_kg
ARDS_POI:02163	Respiratory Status Deterioration		Worse respiratory status	POI_outcome	D012119		C0035222				source:promoted_from_kg
ARDS_POI:02164	Wounds and Injuries		Trauma	POI_mechanism	http://purl.bioontology.org/ontology/MESH/D014947	DOID:0050384	C0043250			MONDO:0021178	source:promoted_from_kg
ARDS_POI:02165	Gastric Aspiration			POI_mechanism	D004322		C0016959				source:promoted_from_kg
ARDS_POI:02168	McCabe score			POI_mechanism	D019606		C0581379				source:promoted_from_kg
ARDS_POI:02175	Anxiety		Reduced anxiety in ventilated patients	POI_outcome	D001007		C0003469				source:promoted_from_kg
ARDS_POI:02176	Sedative exposure reduction		Reduced sedative exposure in ventilated patients	POI_outcome	D012594		C0036643				source:promoted_from_kg
ARDS_POI:02178	Respiratory therapist-driven protocol			POI_intervention	D002985		C0035204				source:promoted_from_kg
ARDS_POI:02180	Patient Screening		Daily screening of patients	POI_mechanism	D015screening		C0220908				source:promoted_from_kg
ARDS_POI:02182	Physician prompt			POI_mechanism							source:promoted_from_kg
ARDS_POI:02190	Serious Adverse Events		Increased serious adverse events	POI_outcome	D064420		C0877248				source:promoted_from_kg
ARDS_POI:02193	Immunocompromised Host		Immunocompromised population	POI_population	D016511		C0021400				source:promoted_from_kg
ARDS_POI:02199	Length of stay		Increased ICU length of stay	POI_outcome	D007902		C0023303				source:promoted_from_kg
ARDS_POI:02200	Length of stay		Increased hospital length of stay	POI_outcome	D007902		C0023303				source:promoted_from_kg
ARDS_POI:02202	Thoracic Surgery			POI_context	D013913		C0040132				source:promoted_from_kg
ARDS_POI:02203	Postoperative period			POI_context	D011078		C0231552				source:promoted_from_kg
ARDS_POI:02207	Diagnostic Tests, Routine		Noninvasive diagnostic testing	POI_intervention	D003955		C0011747				source:promoted_from_kg
ARDS_POI:02208	Absence of inferior diagnosis		No inferior diagnosis rate	POI_outcome			C0011849				source:promoted_from_kg
ARDS_POI:02209	Hematologic and Oncologic Patients		Hematology and oncology patients	POI_population	D006402		C0018801				source:promoted_from_kg
ARDS_POI:02214	postoperative complications		No reduction in PPCs after cardiac or abdominal surgery	POI_outcome	D011656	DOID:0001816	C0032943				source:promoted_from_kg
ARDS_POI:02217	Respiratory function		Improved respiratory parameters	POI_outcome	D012122		C0035237		GO:0007588		source:promoted_from_kg
ARDS_POI:02219	Nosocomial infection reduction		Reduced nosocomial infections	POI_outcome	D009322		C0022400				source:promoted_from_kg
ARDS_POI:02221	Burns		Burn injury	POI_context	D002057	DOID:0060041	C0006277				source:promoted_from_kg
ARDS_POI:02222	Arginine supplementation			POI_intervention	D001177		C0003765	CHEBI:29016			source:promoted_from_kg
ARDS_POI:02223	Glutamine supplementation			POI_intervention	D005973		C0017968	CHEBI:29985			source:promoted_from_kg
ARDS_POI:02234	Clinical Recovery		Improved clinical recovery	POI_outcome	D020127		C0677647				source:promoted_from_kg
ARDS_POI:02239	Urban and Rural Health		Suburban community context	POI_context	D014504		C0042348				source:promoted_from_kg
