IRI,Label,Subset,Definition,Xrefs,Synonyms,Expert_Approved,Expert_Comment,Suggested_Correction,Auto_Xref,Auto_Xref_Source,Auto_Definition,PMID_Evidence,Suggested_Subset,Reclassify_Reason,Duplicate_Of,Label_Quality,Disease_Boundary_Note
ARDS_POI_01615,Ineffective cough and excessive secretions,POI_mechanism,,,,,,,D005441,BioPortal,Liquid substances produced by living organisms to fulfill specific functions or excreted as waste.,,,,,,
ARDS_POI_02598,Inefficient inspiratory efforts,POI_mechanism,,,,,,,D007320,BioPortal,"The maximum volume of air that can be inspired after reaching the end of a normal, quiet expiration. It is the sum of the TIDAL VOLUME and the INSPIRATORY RESERVE VOLUME. Common abbreviation is IC.",,,,,,
ARDS_POI_01304,Inflammasome activation,POI_mechanism,,,,,,,GO:0141079,BioPortal,"A process in which a symbiont subverts an inflammasome-mediated signal transduction pathway in the host organism by initiating, promoting, or enhancing its activation. The host is defined as the larger of the organisms involved in a symbiotic interaction.",,,,,,
ARDS_POI_01305,Inflammasome-regulated cytokine production,POI_mechanism,,,,,,,GO:0001816,BioPortal,"The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.",,,,,,
ARDS_POI_02501,Injurious effects of hypocapnia,POI_mechanism,,,,,,,D016857,BioPortal,Clinical manifestation consisting of a deficiency of carbon dioxide in arterial blood.,,,,,,
ARDS_POI_02630,Inspiratory Leak Compensation,POI_mechanism,,,,,,,D014942,BioPortal,Insurance coverage providing compensation and medical benefits to individuals because of work-connected injuries or disease.,,,,,,
ARDS_POI_01881,Inspiratory Muscle Effort Reduction,POI_mechanism,,,,,,,Thesaurus.owl#C74530,BioPortal,Physical or mental energy; hard work.,,,,,,
ARDS_POI_01175,Intrathoracic pressure change,POI_mechanism,,,,,,,Thesaurus.owl#C105579,BioPortal,Within the thoracic cavity.,,,,,,
ARDS_POI_02529,Lung Endothelial Injury,POI_mechanism,,,,,,,D055370,BioPortal,"Damage to any compartment of the lung caused by physical, chemical, or biological agents which characteristically elicit inflammatory reaction. These inflammatory reactions can either be acute and dominated by NEUTROPHILS, or chronic and dominated by LYMPHOCYTES and MACROPHAGES.",,,,,,
ARDS_POI_02528,Lung Epithelial Injury,POI_mechanism,,,,,,,D055370,BioPortal,"Damage to any compartment of the lung caused by physical, chemical, or biological agents which characteristically elicit inflammatory reaction. These inflammatory reactions can either be acute and dominated by NEUTROPHILS, or chronic and dominated by LYMPHOCYTES and MACROPHAGES.",,,,,,
ARDS_POI_01029,Lung Function Improvement,POI_mechanism,,,,,,,Thesaurus.owl#C94226,BioPortal,A condition superior to an earlier condition.,,,,,,
ARDS_POI_03001,Lung inflammation ards,POI_mechanism,,,,,,,D007249,BioPortal,"A pathological process characterized by injury or destruction of tissues caused by a variety of cytologic and chemical reactions. It is usually manifested by typical signs of pain, heat, redness, swelling, and loss of function.",,,,,,
ARDS_POI_03003,Lung remodeling ards,POI_mechanism,,,,,,,Thesaurus.owl#C19797,BioPortal,"Chromatin Remodeling involves alterations of the content or activity of DNA-binding and chromatin-associated proteins that affect the function and higher order conformational state of chromatin, as well as the activity of specific genes or functional DNA regions.",,,,,,
ARDS_POI_01061,Lung sliding assessment,POI_mechanism,,,,,,,GO:0051012,BioPortal,The movement of one microtubule along another microtubule.,,,,,,
ARDS_POI_01060,Lung ultrasound artifacts,POI_mechanism,,,,,,,D016477,BioPortal,"Any visible result of a procedure which is caused by the procedure itself and not by the entity being analyzed. Common examples include histological structures introduced by tissue processing, radiographic images of structures that are not naturally present in living tissue, and products of chemical",,,,,,
ARDS_POI_02168,McCabe score,POI_mechanism,,,,,,,Thesaurus.owl#C25338,BioPortal,"A number or range of numeric values measuring performance, function, quality, or ability.",,,,,,
ARDS_POI_01251,Modulation of RAS peptides,POI_mechanism,,,,,,,D010455,BioPortal,"Members of the class of compounds composed of AMINO ACIDS joined together by peptide bonds between adjacent amino acids into linear, branched or cyclical structures. OLIGOPEPTIDES are composed of approximately 2-12 amino acids. Polypeptides are composed of approximately 13 or more amino acids. PROTE",,,,,,
ARDS_POI_02248,NF-kappa B activation,POI_mechanism,,,,,,,D016328,BioPortal,"Ubiquitous, inducible, nuclear transcriptional activator that binds to enhancer elements in many different cell types and is activated by pathogenic stimuli. The NF-kappa B complex is a heterodimer composed of two DNA-binding subunits: NF-kappa B1 and relA.",,,,,,
ARDS_POI_03015,Neuromuscular dysfunction icu stay,POI_mechanism,,,,,,,Thesaurus.owl#C171453,BioPortal,The subject or patient has been admitted as an inpatient to a hospital.,,,,,,
ARDS_POI_02083,Neuromuscular weakness prevention,POI_mechanism,,,,,,,Thesaurus.owl#C50809,BioPortal,The property of lacking physical strength.,,,,,,
ARDS_POI_02029,Neutrophil Elastase Activity,POI_mechanism,,,,,,,Thesaurus.owl#C104198,BioPortal,"Neutrophil elastase (267 aa, ~29 kDa) is encoded by the human ELANE gene. This protein plays a role in innate host defense and tissue remodeling.",,,,,,
ARDS_POI_02027,Neutrophil elastase inhibition,POI_mechanism,,,,,,,Thesaurus.owl#C104198,BioPortal,"Neutrophil elastase (267 aa, ~29 kDa) is encoded by the human ELANE gene. This protein plays a role in innate host defense and tissue remodeling.",,,,,,
ARDS_POI_02240,Opioid withdrawal,POI_mechanism,,,,,,,Thesaurus.owl#C195598,BioPortal,Evidence of opioid dependence with withdrawal.,,,,,,
ARDS_POI_01628,Optimal Airway Pressure Support,POI_mechanism,,,,,,,Thesaurus.owl#C130051,BioPortal,The static pressure of the entire respiratory system during inspiratory pause. It reflects the elastic retraction of the entire respiratory system.,,,,,,
ARDS_POI_01003,Optimal Alveolar Recruitment Pressure,POI_mechanism,,,,,,,Thesaurus.owl#C78343,BioPortal,"The process of enrolling, enlisting, or adding individuals to a group.",,,,,,
ARDS_POI_01318,Organ Dysfunction Prevention,POI_mechanism,,,,,,,D063305,BioPortal,Ratings that express in numerical values the degree of impairment or abnormality in the function of specific organs.,,,,,,
ARDS_POI_02516,Oxygen Consumption Reduction,POI_mechanism,,,,,,,D010101,BioPortal,"The rate at which oxygen is used by a tissue; microliters of oxygen STPD used per milligram of tissue per hour; the rate at which oxygen enters the blood from alveolar gas, equal in the steady state to the consumption of oxygen by tissue metabolism throughout the body. (Stedman, 25th ed, p346)",,,,,,
ARDS_POI_02621,Patient Ventilator Asynchrony Avoidance,POI_mechanism,,,,,,,D000097742,BioPortal,A time mismatch between patient's inspiratory effort and MECHANICAL VENTILATOR's inspiratory time.,,,,,,
ARDS_POI_02362,Patient risk variability in critical illness,POI_mechanism,,,,,,,D016638,BioPortal,A disease or state in which death is possible or imminent.,,,,,,
ARDS_POI_03221,Patient self-inflicted lung injury,POI_mechanism,Lung injury from excessive inspiratory effort in spontaneously breathing ARF. Large negative pleural swings increase transpulmonary driving pressure. Explains ACURASYS vs ROSE discordance.,,,,,,Thesaurus.owl#C118206,BioPortal,,34856592,,,,,
ARDS_POI_01561,Peak inspiratory pressure limitation,POI_mechanism,,,,,,,Thesaurus.owl#C120940,BioPortal,The maximum amount of pressure applied to the lungs during inhalation.,,,,,,
ARDS_POI_03047,Persistent inflammation ards,POI_mechanism,,,,,,,Thesaurus.owl#C43623,BioPortal,Retained; never-ceasing.,,,,,,
ARDS_POI_03048,Persistent lv systolic dysfunction,POI_mechanism,,,,,,,Thesaurus.owl#C64251,BioPortal,The degree of impairment of the left cardiac ventricle to contract efficiently. (ACC),,,,,,
ARDS_POI_02182,Physician prompt,POI_mechanism,,,,,,,C408584,BioPortal,"Pathophysiological mechanism or biological process. [Definition needed: describe molecular pathway, cellular mediators, and role in ARDS pathogenesis]",,,,,,
ARDS_POI_01063,Pleural effusion detection,POI_mechanism,,,,,,,D010996,BioPortal,Presence of fluid in the pleural cavity resulting from excessive transudation or exudation from the pleural surfaces. It is a sign of disease and not a diagnosis in itself.,,,,,,
ARDS_POI_01005,Postoperative Diaphragmatic Dysfunction,POI_mechanism,,,,,,,Thesaurus.owl#C28006,BioPortal,Relating to or occurring during the period immediately following a surgical operation.,,,,,,
ARDS_POI_02726,Preserved alveolar neutrophil function,POI_mechanism,,,,,,,D057141,BioPortal,Food that has been prepared and stored in a way to prevent spoilage.,,,,,,
ARDS_POI_01018,Prevention of alveolar overdistention,POI_mechanism,,,,,,,GO:0060468,BioPortal,"The negative regulation of fertilization process that takes place as part of egg activation, ensuring that only a single sperm fertilizes the egg.",,,,,,
ARDS_POI_02620,Prevention of over-assistance,POI_mechanism,,,,,,,GO:0060468,BioPortal,"The negative regulation of fertilization process that takes place as part of egg activation, ensuring that only a single sperm fertilizes the egg.",,,,,,
ARDS_POI_02831,Prevention of progressive lung injury,POI_mechanism,,,,,,,Thesaurus.owl#C15558,BioPortal,"Any method of preventing lung cancer including limiting of exposure to carcinogens and infectious agents, diet, education, or lifestyle.",,,,,,
ARDS_POI_02244,Propofol withdrawal,POI_mechanism,,,,,,,D015742,BioPortal,"An intravenous anesthetic agent which has the advantage of a very rapid onset after infusion or bolus injection plus a very short recovery period of a couple of minutes. (From Smith and Reynard, Textbook of Pharmacology, 1992, 1st ed, p206). Propofol has been used as ANTICONVULSANTS and ANTIEMETICS.",,,,,,
ARDS_POI_01390,Pulmonary Edema Prevention,POI_mechanism,,,,,,,D011654,BioPortal,"Excessive accumulation of extravascular fluid in the lung, an indication of a serious underlying disease or disorder. Pulmonary edema prevents efficient PULMONARY GAS EXCHANGE in the PULMONARY ALVEOLI, and can be life-threatening.",,,,,,
ARDS_POI_01534,Pulmonary Function Improvement,POI_mechanism,,,,,,,Thesaurus.owl#C38081,BioPortal,A broad range of tests that are performed to assess how well lungs inhale and exhale air and how efficiently they transfer oxygen into the blood.,,,,,,
ARDS_POI_02269,Pulmonary Vascular Resistance Reduction,POI_mechanism,,,,,,,Thesaurus.owl#C119247,BioPortal,"The resistance to blood flow offered by the pulmonary vasculature, which is normally one sixth of SVR. The major determinant of PVR is pulmonary vessel constriction, most often caused by hypoxia and/or hypercarbia. Prolonged elevated PVR can cause right heart failure.",,,,,,
ARDS_POI_01824,Pulmonary fibroblast activation,POI_mechanism,,,,,,,GO:0072537,BioPortal,A change in the morphology or behavior of a fibroblast resulting from exposure to an activating factor such as a cellular or soluble ligand.,,,,,,
ARDS_POI_01822,Pulmonary vascular permeability regulation,POI_mechanism,,,,,,,GO:0043114,BioPortal,Any process that modulates the extent to which blood vessels can be pervaded by fluid.,,,,,,
ARDS_POI_02032,Pulmonary vasodilation,POI_mechanism,,,,,,,D014664,BioPortal,VASODILATION that is mediated via the ENDOTHELIUM-DEPENDENT RELAXING FACTORS or their processes.,,,,,,
ARDS_POI_01473,Rage Pathway Activation,POI_mechanism,,,,,,,D011889,BioPortal,"Fury; violent, intense anger.",,,,,,
ARDS_POI_01832,Rapid shallow breathing index,POI_mechanism,,,,,,,Thesaurus.owl#C206709,BioPortal,"Postmortem harvesting of tumor tissue within hours of death for the purpose of cancer research using techniques that include DNA sequencing, RNA expression analysis, proteomics, and immunohistochemical studies.",,,,,,
ARDS_POI_02071,Reconceptualization of critical illness,POI_mechanism,,,,,,,D016638,BioPortal,A disease or state in which death is possible or imminent.,,,,,,
ARDS_POI_01578,Recruitment Of Atelectatic Lung Units,POI_mechanism,,,,,,,Thesaurus.owl#C78343,BioPortal,"The process of enrolling, enlisting, or adding individuals to a group.",,,,,,
ARDS_POI_02428,Reduced left ventricular end-diastolic volume,POI_mechanism,,,,,,,Thesaurus.owl#C135372,BioPortal,The volume of blood remaining in a heart chamber at end ventricular diastole.,,,,,,
ARDS_POI_03105,Reduced systemic inflammation,POI_mechanism,,,,,,,Thesaurus.owl#C25640,BioPortal,Made less in size or amount or degree.,,,,,,
ARDS_POI_02589,Regional Alveolar Overdistension,POI_mechanism,,,,,,,Thesaurus.owl#C14155,BioPortal,Of or relating to the alveoli.,,,,,,
ARDS_POI_01845,Respiratory Drive Reduction,POI_mechanism,,,,,,,D004328,BioPortal,"A state of internal activity of an organism that is a necessary condition before a given stimulus will elicit a class of responses; e.g., a certain level of hunger (drive) must be present before food will elicit an eating response.",,,,,,
ARDS_POI_01572,Respiratory Mechanics Optimization,POI_mechanism,,,,,,,D015656,BioPortal,"The physical or mechanical action of the LUNGS; DIAPHRAGM; RIBS; and CHEST WALL during respiration. It includes airflow, lung volume, neural and reflex controls, mechanoreceptors, breathing patterns, etc.",,,,,,
ARDS_POI_01879,Respiratory Muscle Unloading,POI_mechanism,,,,,,,GO:0110127,BioPortal,"The process of unloading solutes that are produced in the source tissues, from the sieve tube or companion cell of the phloem into the sink tissues.",,,,,,
ARDS_POI_01004,Respiratory System Compliance Optimisation,POI_mechanism,,,,,,,D012137,BioPortal,"The tubular and cavernous organs and structures, by means of which pulmonary ventilation and gas exchange between ambient air and the blood are brought about.",,,,,,
ARDS_POI_01337,Respiratory Variation Pleural Pressure,POI_mechanism,,,,,,,Thesaurus.owl#C25713,BioPortal,An alteration or difference from a norm or standard.,,,,,,
ARDS_POI_01984,Rib cage muscle recruitment,POI_mechanism,,,,,,,D000070602,BioPortal,The bony thoracic enclosure consisting of the vertebral column; the RIBS; the STERNUM; and the COSTAL CARTILAGE.,,,,,,
ARDS_POI_02411,Right To Left Shunt Reduction,POI_mechanism,,,,,,,Thesaurus.owl#C51616,BioPortal,Surgery performed to reduce the size of the right breast.,,,,,,
ARDS_POI_01336,SVC collapse due to ventricular underfilling,POI_mechanism,,,,,,,Thesaurus.owl#C50497,BioPortal,Failure of a physiologic function or system.,,,,,,
ARDS_POI_01851,Sbt Success Messaging,POI_mechanism,,,,,,,Thesaurus.owl#C25362,BioPortal,An event that accomplishes its intended purpose.,,,,,,
ARDS_POI_02242,Sedative withdrawal,POI_mechanism,,,,,,,Thesaurus.owl#C195645,BioPortal,"Evidence of sedative, hypnotic or anxiolytic abuse with withdrawal delirium.",,,,,,
ARDS_POI_03129,Surfactant aggregate dysfunction,POI_mechanism,,,,,,,C580477,BioPortal,"Pathophysiological mechanism or biological process. [Definition needed: describe molecular pathway, cellular mediators, and role in ARDS pathogenesis]",,,,,,
ARDS_POI_02541,Time Cycled Vs Flow Cycled Expiratory Trigger,POI_mechanism,,,,,,,Thesaurus.owl#C134027,BioPortal,A set of two alternating environmental conditions.,,,,,,
ARDS_POI_02539,Time-cycled expiratory trigger,POI_mechanism,,,,,,,Thesaurus.owl#C120932,BioPortal,The recorded time interval between the initiation of exhalation and the time at which no further lung volume reduction occurs.,,,,,,
ARDS_POI_02324,Transfer to respiratory ICU,POI_mechanism,,,,,,,Thesaurus.owl#C131940,BioPortal,A response indicating that an individual lacks sitting balance and is unable to sit or transfer.,,,,,,
ARDS_POI_01143,Transpulmonary pressure monitoring,POI_mechanism,,,,,,,Thesaurus.owl#C191572,BioPortal,The difference between the mean pulmonary artery pressure and the mean pulmonary capillary wedge pressure.,27115558,,,ARDS_POI_03220,,
ARDS_POI_02164,Trauma,POI_mechanism,,,,,,,Thesaurus.owl#C3671,BioPortal,"Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",,,,,,
ARDS_POI_02363,Treatment benefit variability in critical illness,POI_mechanism,,,,,,,D016638,BioPortal,A disease or state in which death is possible or imminent.,,,,,,
ARDS_POI_01064,Ultrasound profile integration,POI_mechanism,,,,,,,Thesaurus.owl#C48038,BioPortal,An operation used in calculus whereby the integral of a function is determined.,,,,,,
ARDS_POI_02073,Underlying biological changes in critical illness,POI_mechanism,,,,,,,D016638,BioPortal,A disease or state in which death is possible or imminent.,,,,,,
ARDS_POI_02115,Upper inflection point identification,POI_mechanism,,,,,,,Thesaurus.owl#C25737,BioPortal,The procedure of having an identity established.,,,,,,
ARDS_POI_01208,Vasodilatory Effects Epa Gla,POI_mechanism,,,,,,,Thesaurus.owl#C128027,BioPortal,"A gluten- and lactose-free, energy-rich, calorie-dense, non-complete liquid nutritional supplement enriched with eicosapentaenoic acid (EPA), docosahexaenoic acid (DHA), gamma-linolenic acid (GLA) and antioxidants, with potential anti-cachexic and anti-inflammatory activities. The nutritional liquid",,,,,,
ARDS_POI_01176,Venous return change,POI_mechanism,,,,,,,Thesaurus.owl#C99004,BioPortal,A congenital heart disorder in which one or two pulmonary veins are not connected to the left atrium and drain into the right atrium instead. It may lead to arrhythmias and pulmonary hypertension.,,,,,,
ARDS_POI_02344,Ventilation Perfusion Mismatch Copd,POI_mechanism,,,,,,,D000076665,BioPortal,"A two-part radionuclide imaging that measures VENTILATION-PERFUSION RATIO of the lungs often used to investigate PULMONARY EMBOLISM. Image acquisitions may be performed using various combinations of gamma camera, PET and SPECT scanning techniques.",,,,,,
ARDS_POI_01294,Ventilation-perfusion matching improvement,POI_mechanism,,,,,,,D000076665,BioPortal,"A two-part radionuclide imaging that measures VENTILATION-PERFUSION RATIO of the lungs often used to investigate PULMONARY EMBOLISM. Image acquisitions may be performed using various combinations of gamma camera, PET and SPECT scanning techniques.",,,,,,
ARDS_POI_02066,Ventilator leak magnitude,POI_mechanism,,,,,,,Thesaurus.owl#C49158,BioPortal,Greatness in size or extent; a number assigned to a quantity so that it may be compared with other quantities.  (Dictionary.com),,,,,,
ARDS_POI_01081,Ventilator rate titration,POI_mechanism,,,,,,,Thesaurus.owl#C174335,BioPortal,"A titration method in which the titrating agent is generated electrochemically in solution, and the amount of electricity used is measured.",,,,,,
ARDS_POI_03222,Volutrauma,POI_mechanism,"VILI from excessive tidal volume causing alveolar overdistension. Prevented by 6 ml/kg PBW strategy (ARMA, PMID 10793162).",,,,,,,BioPortal,,10793162,,,,,
ARDS_POI_02047,Work Of Breathing Reduction Nppv,POI_mechanism,,,,,,,D014939,BioPortal,"RESPIRATORY MUSCLE contraction during INHALATION. The work is accomplished in three phases: LUNG COMPLIANCE work, that required to expand the LUNGS against its elastic forces; tissue resistance work, that required to overcome the viscosity of the lung and chest wall structures; and AIRWAY RESISTANCE",,,,,,
ARDS_POI_02676,cellular repair mechanisms in ventilator-associated lung injury,POI_mechanism,,,,,,,D055397,BioPortal,Lung damage that is caused by the adverse effects of PULMONARY VENTILATOR usage. The high frequency and tidal volumes produced by a mechanical ventilator can cause alveolar disruption and PULMONARY EDEMA.,,,,,POOR — all lowercase fragment,
ARDS_POI_01469,elevated plasma sRAGE,POI_mechanism,,,,,,,C000593878,BioPortal,"Pathophysiological mechanism or biological process. [Definition needed: describe molecular pathway, cellular mediators, and role in ARDS pathogenesis]",33253239,,,,,
ARDS_POI_02348,hypercapnic acidosis,POI_mechanism,,,,,,,D000138,BioPortal,"A pathologic condition of acid accumulation or depletion of base in the body. The two main types are RESPIRATORY ACIDOSIS and metabolic acidosis, due to metabolic acid build up.",,,,,,
ARDS_POI_02305,inappropriately low EPO levels in critical illness,POI_mechanism,,,,,,,D016638,BioPortal,A disease or state in which death is possible or imminent.,,,,,,
ARDS_POI_01303,inflammasome pathway regulation,POI_mechanism,,,,,,,GO:0141085,BioPortal,"Any process that modulates the frequency, rate or extent of an inflammasome-mediated signaling pathway.",,,,,,
ARDS_POI_02655,pulmonary vascular dysfunction,POI_mechanism,,,,,,,Thesaurus.owl#C50712,BioPortal,Impaired or abnormal functioning of the pulmonary system.,,,,,,
ARDS_POI_02390,status asthmaticus inflammatory profile,POI_mechanism,,,,,,,D013224,BioPortal,"A sudden intense and continuous aggravation of a state of asthma, marked by dyspnea to the point of exhaustion and collapse and not responding to the usual therapeutic efforts.",,,,,POOR — all lowercase fragment,
ARDS_POI_02451,"0.38 per 1,000 adult population",POI_outcome,,,,,,,376161000221102,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,POI_disease,Epidemiological statistic — consider removing,,POOR — starts with number,
ARDS_POI_02841,48 hr neuromuscular blocking agents nmba,POI_outcome,,,,,,,373295003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,POI_intervention,"This is an intervention, not an outcome",,POOR — starts with number,
ARDS_POI_02842,80 percent oxygen perioperative,POI_outcome,,,,,,,31465005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,REVIEW,Starts with number — likely fragment or statistic,,POOR — starts with number,
ARDS_POI_01187,ALI diagnosis threshold,POI_outcome,,,,,,,MTHU041161,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03067,ARDS incidence reduction,POI_outcome,,,,,,,Thesaurus.owl#C16726,BioPortal,The relative frequency of occurrence of something.,,,,ARDS_POI_02863,,
ARDS_POI_02844,Abdominal contribution inspired volume,POI_outcome,,,,,,,251911006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02138,Abdominal contribution to inspired volume,POI_outcome,,,,,,,251911006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02846,Ace2 repletion rhace2,POI_outcome,,,,,,,Thesaurus.owl#C102527,BioPortal,This gene plays a role in both proteolysis and vasodilation.,,,,,,
ARDS_POI_02480,Acute cardiac injury,POI_outcome,,,,,,,386227003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02245,Acute withdrawal syndrome,POI_outcome,,,,,,,LA28201-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02487,Airflow obstruction,POI_outcome,,,,,,,4601000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02847,Altered surfactant composition,POI_outcome,,,,,,,734549002,BioPortal,"A substance such as a detergent that, when added to a liquid, reduces its surface tension, thereby increasing its spreading and wetting properties",,,,,,
ARDS_POI_02848,Alveolar collapse cyclic reopening,POI_outcome,,,,,,,284753006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02849,Alveolar collapse cyclic reopening prevention,POI_outcome,,,,,,,266701008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02852,Alveolar protein leak,POI_outcome,,,,,,,MTHU043212,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02855,Antiinflammatory mediator upregulation,POI_outcome,,,,,,,Thesaurus.owl#C61426,BioPortal,"An agent that acts as a link between parties, objects, or actions.",,,,,,
ARDS_POI_02863,Ards incidence reduction,POI_outcome,,,,,,,Thesaurus.owl#C16726,BioPortal,The relative frequency of occurrence of something.,,,,ARDS_POI_03067,,
ARDS_POI_02866,Ards subphenotype assignment accuracy,POI_outcome,,,,,,,Thesaurus.owl#C25426,BioPortal,"An allotting or an appointment to a particular person or use, or for a particular time or object.",,,,,,
ARDS_POI_02867,Ards subphenotype prognostic value,POI_outcome,,,,,,,Thesaurus.owl#C25263,BioPortal,Having value for making predictions.,,,,,,
ARDS_POI_02520,Arterial thromboembolism,POI_outcome,,,,,,,Thesaurus.owl#C143249,BioPortal,A disorder characterized by occlusion of an arterial vessel by a blood clot that develops in an artery.,,,,,,
ARDS_POI_01904,Assess diaphragm atrophy,POI_outcome,,,,,,,1073101000000104,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01393,Assessment of global lung aeration,POI_outcome,,,,,,,273849003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01395,Assessment of regional lung aeration,POI_outcome,,,,,,,40909004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02870,Association with ALI/ARDS development,POI_outcome,,,,,,,LP6102-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02871,Association with ARDS development,POI_outcome,,,,,,,LP6102-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01752,Atrial fibrillation incidence,POI_outcome,,,,,,,49436004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01682,Avoid respiratory muscle paralysis in asthma,POI_outcome,,,,,,,416660001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02873,Avoidance of intubation complications,POI_outcome,,,,,,,60742000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02874,Avoided intubation,POI_outcome,,,,,,,52765003,BioPortal,"An insertion of a tubular device into a canal, hollow organ, or cavity",,,,,,
ARDS_POI_02875,Avoided intubation in copd,POI_outcome,,,,,,,LA10559-5,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02876,Avoided intubation sars arf,POI_outcome,,,,,,,52765003,BioPortal,"An insertion of a tubular device into a canal, hollow organ, or cavity",,,,,,
ARDS_POI_02643,Cardiac injury,POI_outcome,,,,,,,LA17533-3,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02879,Cardiovascular evaluation lung cancer,POI_outcome,,,,,,,43038000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02254,Cephalocaudal gradient in aeration,POI_outcome,,,,,,,LA32602-7,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02488,Chest wall restriction,POI_outcome,,,,,,,MTHU051997,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02479,Coagulopathy,POI_outcome,,,,,,,Thesaurus.owl#C131658,BioPortal,Disorders of coagulation caused by the depletion of coagulation factors in the peripheral blood.,,,,,,
ARDS_POI_02137,Compartmental chest wall volume measurement,POI_outcome,,,,,,,MTHU051997,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01544,Composite clinical worsening,POI_outcome,,,,,,,230993007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02881,Composite death or severe disability 90d,POI_outcome,,,,,,,161045001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02883,Cooling febrile critically ill,POI_outcome,,,,,,,865967000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02885,Correlation invasive noninvasive indocyanine green pdr,POI_outcome,,,,,,,LP192107-3,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
