ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources	Xref_CHEBI	Xref_GO	Xref_MONDO	Normalized_Label
ARDS_POI:01877	Continuous positive airway pressure					D003324	C0010941	POI_intervention	16081548	1				
ARDS_POI:01878	Respiratory muscle unloading			No respiratory muscle unloading		D012106	C0035246	POI_outcome	16081548	1		GO:0007588		
ARDS_POI:01879	Respiratory Muscle Fatigue	GO:0008150		Respiratory Muscle Unloading		D012131	C0035230	POI_mechanism	16081548	1		GO:0045787		
ARDS_POI:01880	Oxygenation	GO:0008150		Oxygenation Improvement		D010100	C0242402	POI_mechanism	16081548	1				
ARDS_POI:01881	Inspiratory Muscle Strength	GO:0008150		Inspiratory Muscle Effort Reduction		D012132	C0231800	POI_mechanism	16081548	1		GO:0045214		
ARDS_POI:01882	high flow nasal cannula		High flow nasal cannula (HFNC) oxygen therapy for patients with acute hypoxemic respiratory failure.	HFNC	DOID:11394	D012128	C0035222	POI_intervention	30888444	1				
ARDS_POI:01883	High-flow nasal cannula oxygen therapy			High flow nasal cannula		D000066829	C4042833	POI_intervention	30888444	1				
ARDS_POI:01884	Oxygen therapy			Reduced need for oxygen therapy escalation		D010102	C0030054	POI_outcome	30888444	1				
ARDS_POI:01885	Acute hypoxemic respiratory failure				DOID:11162	D012128	C0035222	POI_context	34463700|15599160|28948369|26444879|30888444|28762180|33471452	7				
ARDS_POI:01886	Noninvasive ventilation					D053255	C0393604	POI_intervention	12689847	1				
ARDS_POI:01887	Mechanical ventilation duration			Reduced duration of invasive ventilation		D012121	C0087153	POI_outcome	12689847	1				
ARDS_POI:01888	Intensive Care Unit length of stay			Reduced ICU length of stay		D007333	C0021579	POI_outcome	12689847|19325471	2				
ARDS_POI:01889	Length of Stay			Reduced hospital length of stay		D006801	C0020542	POI_outcome	12689847	1				
ARDS_POI:01890	Tracheotomy			Reduced need for tracheotomy		D014028	C0041618	POI_outcome	12689847	1				
ARDS_POI:01891	Pneumonia			Reduced nosocomial pneumonia	DOID:552	D011024	C0032285	POI_outcome	12689847|17019559	2				
ARDS_POI:01892	Sepsis			Reduced septic shock	DOID:0080642	D012686	C0036980	POI_outcome	12689847	1				
ARDS_POI:01893	Intensive Care Unit Survival			Improved ICU survival		D007485	C0020581	POI_outcome	12689847	1				
ARDS_POI:01894	Weaning Failure			Persistent weaning failure		D052581	C0581047	POI_context	12689847	1				
ARDS_POI:01895	Mortality		Unspecified improvements in critical care over 1996-2005 associated with declining ALI mortality at ARDS Network centers, beyond the benefits of low tidal volume ventilation.	temporal trend of improved ALI mortality	DOID:11394	D012128	C0035222	POI_intervention	19325464	1				
ARDS_POI:01896	Mortality			Temporal trend of improved ALI mortality		D009026	C0026565	POI_intervention	19325464	1				
ARDS_POI:01897	Mortality			Reduced ALI mortality		D012128	C0035222	POI_outcome	19325464	1				
ARDS_POI:01898	Critical Care			Unspecified critical care advances		D003422	C0010337	POI_mechanism	19325464	1				
ARDS_POI:01899	Acute respiratory distress syndrome			ARDS Network centers	DOID:11394	D012128	C0035222	POI_context	19325464	1				
ARDS_POI:01900	diaphragm ultrasonography		Ultrasound-based technique to measure diaphragm excursion, thickness, and thickening fraction, allowing detection of diaphragmatic dysfunction in critically ill patients.	DU		D064168	C4277680	POI_intervention	27620292	1				
ARDS_POI:01901	Diaphragmatic dysfunction			Detect diaphragmatic dysfunction		D004079		POI_outcome	27620292	1				
ARDS_POI:01902	Extubation			Predict weaning and extubation success		D005112	C0542681	POI_outcome	27620292	1				
ARDS_POI:01903	Respiratory muscle work			Monitor respiratory muscle workload		D012119	C0035258	POI_outcome	27620292	1		GO:0045333		
ARDS_POI:01904	Diaphragm atrophy			Assess diaphragm atrophy		D003955	C0232688	POI_outcome	27620292	1				
ARDS_POI:01905	Mechanical ventilation			Mechanical ventilation weaning		D014756	C0235047	POI_context	27620292|9927355	2				
ARDS_POI:01906	Mechanical ventilation			Assisted mechanical ventilation		D008686	C0199470	POI_context	27620292	1				
ARDS_POI:01907	Diaphragmatic Dysfunction	GO:0008150				D004079		POI_mechanism	27620292	1				
ARDS_POI:01908	Difficult weaning	GO:0008150		Weaning Difficulty		D052801	C0240669	POI_mechanism	27620292	1				
ARDS_POI:01909	standardized rehabilitation therapy		Daily therapy consisting of passive range of motion, physical therapy, and progressive resistance exercise until hospital discharge, provided to patients with acute respiratory failure requiring mechanical ventilation.	SRT	DOID:11394	D012128	C0035222	POI_intervention	27367766	1				
ARDS_POI:01910	Intensive Care Unit Care			Usual ICU care		D003422	C0021708	POI_intervention	27367766	1				
ARDS_POI:01911	Length of Stay			Hospital length of stay		D007883	C0020963	POI_outcome	27367766	1				
ARDS_POI:01912	Mechanical Ventilation Duration			Ventilator days		D014930	C0043299	POI_outcome	27367766	1				
ARDS_POI:01913	Intensive Care Unit stay duration			ICU days		D007474	C0020769	POI_outcome	27367766	1				
ARDS_POI:01914	Short Physical Performance Battery			Short Physical Performance Battery score		D000072797	C0451233	POI_outcome	27367766	1				
ARDS_POI:01915	SF-36 Health Survey			SF-36 physical and mental health		D018334	C0743354	POI_outcome	27367766	1				
ARDS_POI:01916	Functional Performance Inventory			Functional Performance Inventory score		D000203	C0016853	POI_outcome	27367766	1				
ARDS_POI:01917	Mini-Mental State Examination			Mini-Mental State Examination score		D008968	C0026265	POI_outcome	27367766	1				
ARDS_POI:01918	Handgrip strength					D006162	C0018834	POI_outcome	27367766	1				
ARDS_POI:01919	Grip Strength			Handheld dynamometer strength		D018737	C0518031	POI_outcome	27367766	1				
ARDS_POI:01920	Positive end-expiratory pressure			Higher PEEP ventilation		D010863	C0034084	POI_intervention	19841457	1				
ARDS_POI:01921	Rescue therapy			Reduced need for rescue therapy		D013812	C0085133	POI_outcome	19841457	1				
ARDS_POI:01922	Mortality			Reduced mortality in patients receiving rescue therapies		D009026	C0026565	POI_outcome	19841457	1				
ARDS_POI:01923	Neuromuscular blockade	ARDS_POI:01066	Early use of neuromuscular blocking agents to decrease the proinflammatory response associated with acute respiratory distress syndrome and mechanical ventilation.	neuromuscular blocking agents (NMBAs)	DOID:11394	D012128	C0035222	POI_intervention	16932229	1	CHEBI:64100			
ARDS_POI:01924	Neuromuscular blockade					D009473	C0027739	POI_intervention	16932229|27342819|33464919	3	CHEBI:64100			
ARDS_POI:01925	Inflammatory response			Reduced inflammatory cytokine production		D011349	C0021311	POI_mechanism	16932229	1		GO:0006954		
ARDS_POI:01926	Acute respiratory distress syndrome			Decreased ARDS-related lung injury	DOID:11394	D012128	C0035222	POI_mechanism	16932229	1				
ARDS_POI:01927	Arterial oxygen partial pressure to fractional inspired oxygen ratio			Sustained improvement in P/F ratio		D010100	C0428529	POI_outcome	16932229	1				
ARDS_POI:01928	Oxygenation		Oxygen therapy targeting a partial pressure of arterial oxygen (Pao2) of 60 mmHg in patients with acute hypoxemic respiratory failure.	Lower oxygenation target (Pao2 60 mmHg)	DOID:11394	D012128	C0035222	POI_intervention	33471452	1				
ARDS_POI:01929	Oxygenation			Lower oxygenation target (Pao2 60 mmHg)		D010100	C0242402	POI_intervention	33471452	1				
ARDS_POI:01930	Mortality			Mortality at 90 days		D008875	C0027051	POI_outcome	33471452	1				
ARDS_POI:01931	noninvasive mechanical ventilation		Use of noninvasive positive pressure ventilation in cancer patients requiring mechanical ventilatory support.	NIMV	DOID:11394	D012128	C0035222	POI_intervention	21666446|11373414|9187186	3				
ARDS_POI:01932	Mechanical ventilation			Noninvasive mechanical ventilation		D008686	C0199470	POI_intervention	11373414	1				
ARDS_POI:01933	Mortality			Reduced 30-day mortality in cancer patients requiring MV		D009026	C0026565	POI_outcome	11373414	1				
ARDS_POI:01934	Mechanical ventilation			Improved survival in cancer patients requiring mechanical ventilation		D008686	C0199470	POI_mechanism	11373414	1				
ARDS_POI:01935	noninvasive ventilation	GO:0008150		Noninvasive Ventilation Benefit Cancer Patients		D063687	C3179010	POI_mechanism	11373414	1				
ARDS_POI:01936	indocyanine green plasma disappearance rate		Noninvasive transcutaneous sensor measurement of indocyanine green plasma disappearance rate, compared to invasive aortic fiberoptic reference.	noninvasive measurement of indocyanine green plasma disappearance rate	DOID:11394	D012128	C0035222	POI_intervention	11126271	1	CHEBI:5855			
ARDS_POI:01937	Indocyanine green plasma disappearance rate			Noninvasive ICG PDR measurement		D007069	C0021798	POI_intervention	11126271	1	CHEBI:6281			
ARDS_POI:01938	Indocyanine green plasma disappearance rate			Correlation invasive vs noninvasive ICG PDR		D007654	C0021798	POI_outcome	11126271	1	CHEBI:5755			
ARDS_POI:01939	Critically ill patients			Critically ill patient population		D016638		POI_population	26003390|18626628|11126271	3				
ARDS_POI:01940	Hemodynamic Stability			Stable hemodynamics context		D006439	C0019010	POI_context	11126271	1				
ARDS_POI:01941	Endotracheal intubation			Avoidance of intubation in COPD		D007442	C0021925	POI_outcome	12447511	1				
ARDS_POI:01942	Hospital readmission			Reduced rehospitalization at 1 year in COPD		D006760	C0030688	POI_outcome	12447511	1				
ARDS_POI:01943	Oxygen requirement			Reduced new oxygen requirement at 1 year in COPD	DOID:3083	D010100	C0030054	POI_outcome	12447511	1				
ARDS_POI:01944	Chronic obstructive pulmonary disease				DOID:3083	D003238	C0024117	POI_context	23103736|8618485|12447511	3				
ARDS_POI:01945	bovine surfactant therapy		Endotracheal instillation of bovine surfactant in patients with acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_intervention	9105072	1				
ARDS_POI:01946	Acute respiratory distress syndrome			Bovine surfactant therapy for ARDS	DOID:11394	D012128	C0035222	POI_intervention	9105072	1				
ARDS_POI:01947	Oxygenation			Improved oxygenation at 120h		D010100	C0242402	POI_outcome	9105072	1				
ARDS_POI:01948	Neoplasms			cancer requiring ICU admission	DOID:162	D009369	C0006826	POI_population	19829101	1				
ARDS_POI:01949	Mortality			High hospital mortality		D009026	C0026565	POI_outcome	19829101	1				
ARDS_POI:01950	Critical illness			Medical complications requiring ICU admission		D016638	C0010340	POI_context	19829101	1				
ARDS_POI:01951	Mortality			Higher hospital mortality in medical vs surgical		D009026	C0026565	POI_outcome	19829101	1				
ARDS_POI:01952	intensive insulin therapy		Intensive insulin therapy to maintain euglycemia in critically ill patients, preventing critical illness polyneuropathy/myopathy and reducing duration of mechanical ventilation.			D007333	C0020542	POI_intervention	17138955	1				
ARDS_POI:01953	Intensive insulin therapy			Intensive insulin therapy to prevent critical illness polyneuropathy/myopathy		D007333	C0020542	POI_intervention	17138955	1	CHEBI:145810			
ARDS_POI:01954	Critical Illness Polyneuropathy and Myopathy			Reduced incidence of critical illness polyneuropathy/myopathy	DOID:0050464	D011467	C0751130	POI_outcome	17138955	1				
ARDS_POI:01955	Mechanical ventilation			Intensive insulin therapy to prevent prolonged mechanical ventilation		D007333	C0020542	POI_intervention	17138955	1				
ARDS_POI:01956	Mechanical ventilation			Reduced prolonged mechanical ventilation		D008686	C0199470	POI_outcome	17138955	1				
ARDS_POI:01957	Early mobilization			Protocolized rehabilitation directed toward early mobilization		D004434	C0026764	POI_intervention	27762595	1				
ARDS_POI:01958	Weaning from mechanical ventilation			Improved ventilator liberation		D015300	C0087144	POI_outcome	27762595	1				
ARDS_POI:01959	Ventilator weaning			Ventilator liberation protocol		D012122	C0087144	POI_intervention	27762595	1				
ARDS_POI:01960	Extubation			Identify high-risk extubation		D03956	C0554642	POI_outcome	27762595	1				
ARDS_POI:01961	Mechanical ventilation			Mechanical ventilation liberation		D008686	C0199470	POI_context	27762595	1				
ARDS_POI:01962	noninvasive ventilation		Early application of noninvasive ventilation in immunocompromised patients with acute hypoxemic respiratory failure.	early noninvasive ventilation		D009335	C0028070	POI_intervention	26444879	1				
ARDS_POI:01963	Immunocompromised Host			Immunocompromised patients		D007153	C0021311	POI_population	26444879	1				
ARDS_POI:01964	Corticosteroid therapy		Corticosteroids administered for prevention and treatment of acute respiratory distress syndrome in critically ill adults.	corticosteroids	DOID:11394	D012128	C0035222	POI_intervention	33876268|18434379	2	CHEBI:50858			
ARDS_POI:01965	Corticosteroid therapy			Corticosteroids for ARDS prevention		D000305	C0010801	POI_intervention	18434379	1	CHEBI:50858			
ARDS_POI:01966	Acute respiratory distress syndrome			Increased odds of developing ARDS	DOID:11394	D012128	C0035222	POI_outcome	18434379	1				
ARDS_POI:01967	Acute respiratory distress syndrome			Increased mortality in ARDS	DOID:11394	D008171	C0278612	POI_outcome	18434379	1				
ARDS_POI:01968	Corticosteroid therapy			Corticosteroids for ARDS treatment		D000305	C0010801	POI_intervention	18434379	1	CHEBI:50858			
ARDS_POI:01969	Acute respiratory distress syndrome			Reduced mortality in ARDS	DOID:11394	D008171	C0278612	POI_outcome	18434379	1				
ARDS_POI:01970	noninvasive ventilation after extubation		Application of noninvasive ventilation (NIV) immediately after extubation in patients with acute-on-chronic respiratory failure.	NIV	DOID:11394	D012128	C0035222	POI_intervention	10390384	1				
ARDS_POI:01971	Noninvasive ventilation			Noninvasive ventilation after extubation		D063687	C3854541	POI_intervention	10390384	1				
ARDS_POI:01972	Mechanical ventilation			Reduced duration of endotracheal mechanical ventilation		D008686	C0199470	POI_outcome	10390384	1				
ARDS_POI:01973	Ventilator Weaning			Reduced daily ventilatory support duration		D015300	C0580294	POI_outcome	10390384	1				
ARDS_POI:01974	Prolonged weaning duration			Increased total weaning duration		D014886	C0043227	POI_outcome	10390384	1				
ARDS_POI:01975	Acute on chronic respiratory failure			Acute-on-chronic respiratory failure	DOID:11162	D012131	C0242594	POI_context	17019559|10390384	2			MONDO:0021113	
ARDS_POI:01976	Non-invasive ventilation	GO:0008150		Earlier Extubation With Niv		D000076142	C1997883	POI_mechanism	10390384	1				
ARDS_POI:01977	Non-invasive ventilation	GO:0008150		Reduced Daily Ventilatory Duration Niv		D000076142	C1997883	POI_mechanism	10390384	1				
ARDS_POI:01978	Non-invasive ventilation	GO:0008150		Increased Total Weaning Duration Niv		D000076142	C1997883	POI_mechanism	10390384	1				
ARDS_POI:01979	Corticosteroid therapy			Critical illness-related corticosteroid insufficiency		D000305	C0001617	POI_disease	28940011	1	CHEBI:50858			
ARDS_POI:01980	Adrenal insufficiency				DOID:12808	http://purl.bioontology.org/ontology/MESH/D000309	C0001623	POI_disease	28940011	1				
ARDS_POI:01981	spontaneous breathing trial	ARDS_POI:01080	Spontaneous breathing trial for up to 60 minutes to assess weaning failure in mechanical ventilation patients.			D013997	C0150093	POI_intervention	12411288	1				
ARDS_POI:01982	Diaphragmatic Fatigue			Diaphragm fatigue		D005221	C0232693	POI_mechanism	12411288	1				
ARDS_POI:01983	Diaphragmatic weakness					D003968	C0231526	POI_mechanism	12411288	1				
ARDS_POI:01984	Muscle recruitment			Rib cage muscle recruitment		D018763	C0026845	POI_mechanism	12411288	1		GO:0006936		
ARDS_POI:01985	Expiratory muscle recruitment					D005541	C0231814	POI_mechanism	12411288	1		GO:0045272		
ARDS_POI:01986	Corticosteroid therapy	CHEBI:23888	Prolonged administration of corticosteroids at 0.5-2.5 mg/kg/day methylprednisolone or equivalent for treatment of acute lung injury or acute respiratory distress syndrome.	Prolonged low-to-moderate dose corticosteroids	DOID:11394	D012128	C0035222	POI_intervention	19325471	1	CHEBI:50858			
ARDS_POI:01987	Ventilator-free days			Improved ventilation-free days		D061725	C4288120	POI_outcome	19325471	1				
ARDS_POI:01988	Multiple Organ Dysfunction Syndrome Score			Improved MODS score		D009102	C0026770	POI_outcome	19325471	1				
ARDS_POI:01989	Lung Injury Score			Improved Lung Injury Scores		D055371	C0451816	POI_outcome	19325471	1				
ARDS_POI:01990	Mechanical ventilation		Prone positioning during pressure-controlled mechanical ventilation to improve ventilation-perfusion relationships in severe ARDS.	Prone positioning during pressure-controlled mechanical ventilation	DOID:11394	D012128	C0035222	POI_intervention	7956412	1				
ARDS_POI:01991	Mechanical ventilation			Prone positioning during pressure-controlled mechanical ventilation		D008686	C0199470	POI_intervention	7956412	1				
ARDS_POI:01992	Ventilation-Perfusion Ratio			Improved ventilation-perfusion relationships (VA/Q)		D010812	C0042813	POI_outcome	7956412	1				
ARDS_POI:01993	Shunt perfusion decrease			Decreased shunt perfusion		D010477	C0333150	POI_mechanism	7956412	1				
ARDS_POI:01994	Enteral Nutrition		Provision of trophic (10 mL/hr) enteral nutrition for the initial 6 days of mechanical ventilation in patients with acute respiratory failure.	trophic enteral nutrition for initial 6 days		D001281	C0011849	POI_intervention	21242788	1				
ARDS_POI:01995	Enteral Nutrition			Trophic enteral nutrition, initial 6 days		D004750	C0014252	POI_intervention	21242788	1				
ARDS_POI:01996	Ventilator-free days			Similar ventilator-free days			C3853727	POI_outcome	21242788	1				
ARDS_POI:01997	Gastrointestinal Intolerance			Reduced gastrointestinal intolerance		D004415	C0232527	POI_outcome	21242788	1				
ARDS_POI:01998	Thrombomodulin		Recombinant human soluble thrombomodulin administered intravenously at 0.06 mg/kg/day (max 6 mg/day) for 6 days for treatment of sepsis-associated coagulopathy.	recombinant human soluble thrombomodulin		D014868	C0085293	POI_intervention	31104069	1	CHEBI:81570			
ARDS_POI:01999	Sepsis			Reduced 28-day mortality in sepsis-associated coagulopathy	DOID:0080642	D006801	C0003141	POI_outcome	31104069	1				
ARDS_POI:02000	Sepsis			Sepsis-associated coagulopathy	DOID:0080642	D014868	C0085293	POI_context	31104069	1				
ARDS_POI:02001	Extracorporeal life support				DOID:11394	D005016	C0013376	POI_intervention	33140180|31408142	2				
ARDS_POI:02002	Positive end-expiratory pressure	ARDS_POI:01066	Increasing PEEP in ARDS patients with higher lung recruitability reduces intratidal alveolar opening and closing, despite increased alveolar strain.	increasing PEEP to reduce alveolar opening/closing in ARDS	DOID:11394	D012128	C0035222	POI_mechanism	19910610	1				
ARDS_POI:02003	Acute respiratory distress syndrome			Reduced opening and closing lung tissue in ARDS	DOID:11394	D012128	C0035222	POI_outcome	19910610	1				
ARDS_POI:02004	alveolar strain			Alveolar strain minimization		D000080005	C0333572	POI_mechanism	19910610	1		GO:0001765		
ARDS_POI:02005	Acute respiratory distress syndrome			ARDS lung physiology	DOID:11394	D012128	C0035222	POI_context	19910610	1				
ARDS_POI:02006	Lung Recruitment			Lung recruitability		D008168	C0024109	POI_context	19910610	1				
ARDS_POI:02007	Atelectasis	GO:0008150		Dependent Lung Atelectasis	DOID:9956	D001261	C0004144	POI_mechanism	9817720|19910610	2		GO:0097553		
ARDS_POI:02008	Mechanical ventilation	ARDS_POI:01066		lung protective mechanical ventilation	DOID:11394	D012128	C0035222	POI_intervention	22491953	1				
ARDS_POI:02009	Acute lung injury			Improved 2-year survival in acute lung injury	DOID:11394	D055371	C0272079	POI_outcome	22491953	1				
ARDS_POI:02010	PEEP titration			Individualised PEEP titrated to best compliance during OLV		D010863	C0034084	POI_mechanism	22491953	1				
ARDS_POI:02011	Atelectasis			Prevention of dependent lung atelectasis	DOID:9956	D001261	C0004144	POI_mechanism	22491953|17167013|11445688|9310799	4		GO:0097553		
ARDS_POI:02012	Bilevel positive airway pressure		Applying bilevel positive airway pressure (BPV) in addition to conventional asthma treatment for patients with a severe asthmatic attack.	Bilevel positive airway pressure (BPV) for acute asthmatic attack		D001249	C0004096	POI_intervention	12684289	1				
ARDS_POI:02013	Bilevel positive airway pressure			Bilevel positive airway pressure (BPV)		D001993	C0376519	POI_intervention	12684289	1				
ARDS_POI:02014	Lung function			Improved lung function in acute asthma		D005375	C0024117	POI_outcome	12684289	1		GO:0007585		
ARDS_POI:02015	Hospitalization			Reduced hospitalization rate in acute asthma		D006801	C0020538	POI_outcome	12684289	1				
ARDS_POI:02016	Asthma Attack			Acute asthmatic attack	DOID:2841	D001249	C0004096	POI_context	12684289	1				
ARDS_POI:02017	ventilatory ratio		Bedside index of impaired ventilation calculated as [minute ventilation (ml/min) × PaCO2 (mm Hg)]/(predicted body weight × 100 × 37.5).		DOID:11394	D012128	C0035222	POI_intervention	30211618	1				
ARDS_POI:02018	Acute respiratory distress syndrome			Increased mortality risk in ARDS	DOID:11394	D007268	C0151744	POI_outcome	30211618	1				
ARDS_POI:02019	Dead space ventilation			Dead space fraction (Vd/Vt)		D012121		POI_mechanism	30211618	1				
ARDS_POI:02020	Viral replication			Failure to control viral replication		D014779	C0042769	POI_mechanism	35255492	1		GO:0019079		
ARDS_POI:02021	Inflammatory response			Enhanced pulmonary inflammation		D007249	C0021368	POI_mechanism	35255492	1		GO:0006954		
ARDS_POI:02022	Disseminated intravascular coagulation			Enhanced intravascular coagulation	DOID:11247	D004839	C0012833	POI_mechanism	35255492	1				
ARDS_POI:02023	COVID-19			Critical COVID-19	DOID:0081012	D000086382	C5203670	POI_disease	35255492	1				
ARDS_POI:02024	Acute respiratory distress syndrome		Systematic review and meta-analysis of studies evaluating long-term quality of life in survivors of acute respiratory distress syndrome.	Quality of life assessment in ARDS survivors	DOID:11394	D012128	C0035222	POI_outcome	16783553	1				
ARDS_POI:02025	Acute respiratory distress syndrome			Quality of life in ARDS survivors	DOID:11394	D015431	C0042769	POI_outcome	16783553	1				
ARDS_POI:02026	Sivelestat		Small molecular weight inhibitor of neutrophil elastase.	Sivelestat (ONO-5046, Elaspol)	DOID:11394	D012128	C0035222	POI_intervention	15286546	1	CHEBI:64039			
ARDS_POI:02027	Neutrophil elastase inhibition					D053481	C1272753	POI_mechanism	15286546	1		GO:0010951		
ARDS_POI:02028	Acute lung injury			Reduced acute lung injury	DOID:11394	D012128	C0035222	POI_outcome	15286546	1				
ARDS_POI:02029	Neutrophil Elastase Activity	GO:0008150				D009593	C0027798	POI_mechanism	15286546	1		GO:0004298		
ARDS_POI:02030	Shunt Flow			Reduced shunt flow		D015994	C0560088	POI_outcome	8630585	1				
ARDS_POI:02031	Prostacyclin			Aerosolized prostacyclin		D011396	C0033367	POI_intervention	8630585	1	CHEBI:26347			
ARDS_POI:02032	Pulmonary vasodilation					D014474	C0034065	POI_mechanism	8630585	1		GO:0001976		
ARDS_POI:02033	Ventilation-Perfusion Ratio			Improved ventilation-perfusion		D014692	C0042813	POI_mechanism	8630585	1				
ARDS_POI:02034	Atelectasis	GO:0008150		Redistribution Bloodflow Atelectasis	DOID:9956	D001261	C0004144	POI_mechanism	8630585	1		GO:0097553		
ARDS_POI:02035	severe acute respiratory syndrome critical illness			SARS critical illness	DOID:2945	D012128	C0035222	POI_intervention	12865378	1				
ARDS_POI:02036	Mortality			Increased mortality at 28 days		D009026	C0026565	POI_outcome	12865378	1				
ARDS_POI:02037	Critical Care Capacity			Impact on critical care capacity		D017586	C0010780	POI_outcome	12865378	1				
ARDS_POI:02038	SARS outbreak			SARS outbreak context	DOID:2945	D045169	C0038013	POI_context	12865378	1				
ARDS_POI:02039	Non-invasive ventilation		Non-invasive ventilation provided for 24 hours after extubation in patients with chronic respiratory disorders and hypercapnia.	Non-invasive ventilation after extubation		D012128	C0035222	POI_intervention	19682735	1				
ARDS_POI:02040	Non-invasive ventilation			Non-invasive ventilation after extubation		D000076142	C1997883	POI_intervention	19682735	1				
ARDS_POI:02041	Respiratory failure			Reduced respiratory failure within 72h after extubation	DOID:11162	D012128	C0035222	POI_outcome	19682735	1				
ARDS_POI:02042	Chronic Respiratory Diseases			Chronic respiratory disorders	DOID:1816	D012140	C0008768	POI_population	19682735	1				
ARDS_POI:02043	Respiratory rate decreased			Reduced respiratory rate		D012131	C0235764	POI_outcome	8797425	1				
ARDS_POI:02044	Non-invasive positive pressure ventilation			Well tolerated NPPV		D011175	C0376409	POI_outcome	8797425	1				
ARDS_POI:02045	Acute respiratory failure			Acute respiratory failure in asthma	DOID:11162	D000740	C0003862	POI_context	8797425	1				
ARDS_POI:02046	Endotracheal intubation	GO:0008150		Airway Resistance Increase Intubation		D007442	C0021925	POI_mechanism	8797425	1				
ARDS_POI:02047	Work of Breathing Reduction by Non-invasive Positive Pressure Ventilation	GO:0008150		Work Of Breathing Reduction Nppv		D045508	C0035196	POI_mechanism	8797425	1				
ARDS_POI:02048	Gas Exchange Improvement	GO:0008150		Gas Exchange Improvement Nppv		D052638	C1254365	POI_mechanism	8797425	1		GO:0006810		
ARDS_POI:02049	Noninvasive ventilation			Noninvasive ventilation success		D063687	C0589699	POI_intervention	17019559	1				
ARDS_POI:02050	Mortality			Reduced mortality in de novo acute respiratory failure		D009026	C0026565	POI_outcome	17019559	1				
ARDS_POI:02051	Mortality			Reduced mortality in cardiogenic pulmonary edema/acute-on-chronic respiratory failure		D009026	C0026565	POI_outcome	17019559	1				
ARDS_POI:02052	Mortality			Increased ICU mortality in de novo acute respiratory failure		D009026	C0026565	POI_outcome	17019559	1				
ARDS_POI:02053	Intensive care unit length of stay			Increased ICU length of stay in cardiogenic pulmonary edema/acute-on-chronic respiratory failure		D007902	C0020057	POI_outcome	17019559	1				
ARDS_POI:02054	Acute Respiratory Failure			De novo acute respiratory failure	DOID:11162	D012131	C0035222	POI_context	17019559	1				
ARDS_POI:02055	Cardiogenic pulmonary edema				DOID:6517	D011654	C0034073	POI_context	17019559|12958051	2				
ARDS_POI:02056	Acute Respiratory Failure	GO:0008150		De Novo Acute Respiratory Failure Pathogenesis	DOID:11162	D012131	C0235195	POI_mechanism	17019559	1		GO:0045444		
ARDS_POI:02057	pulmonary edema, cardiogenic	GO:0008150		Cardiogenic Pulmonary Edema Pathogenesis	DOID:11395	D011667	C0034073	POI_mechanism	17019559	1		GO:0008217		
ARDS_POI:02058	Acute on Chronic Respiratory Failure	GO:0008150		Acute On Chronic Respiratory Failure Pathogenesis	DOID:11162	D047928	C1145670	POI_mechanism	17019559	1				
ARDS_POI:02059	respiratory muscle training		Home-based protocol using noninvasive ventilation and assisted coughing to prevent or reverse oxyhemoglobin desaturation and respiratory distress episodes in neuromuscular disease patients.	respiratory muscle aid protocol		D011656	C0032943	POI_intervention	11083691	1				
ARDS_POI:02060	Noninvasive Ventilation			Noninvasive ventilation for respiratory distress		D063087	C0199993	POI_mechanism	11083691	1				
ARDS_POI:02061	Assisted cough			Manually and mechanically assisted coughing		D003371	C0010200	POI_mechanism	11083691	1				
ARDS_POI:02062	Hospitalization			Reduced hospitalization rates		D011656	C0032943	POI_outcome	11083691	1				
ARDS_POI:02063	Neuromuscular Diseases			Neuromuscular disease	DOID:440	http://purl.bioontology.org/ontology/MESH/D009468	C0027868	POI_population	11083691	1			MONDO:0019056	
ARDS_POI:02064	Patient-ventilator asynchrony					http://purl.bioontology.org/ontology/MESH/D000097742	C1963155	POI_outcome	19183949	1				
ARDS_POI:02065	Patient Comfort			Reduced patient comfort		D000328	C2919552	POI_outcome	19183949	1				
ARDS_POI:02066	Ventilator leak			Ventilator leak magnitude		D045666	C0428705	POI_mechanism	19183949	1				
ARDS_POI:02067	Pressure Support Ventilation			Pressure support level		D011175	C0034045	POI_mechanism	19183949	1				
ARDS_POI:02068	Neuromuscular blockade		48-hour infusion of neuromuscular blocking agents in patients with acute respiratory distress syndrome.	48-hr neuromuscular blocking agents (NMBA) infusion	DOID:11394	D012128	C0035222	POI_intervention	14707568	1	CHEBI:64100			
ARDS_POI:02069	neuromuscular blocking agent infusion			48-hr NMBA infusion		D018686	C0027888	POI_intervention	14707568	1				
ARDS_POI:02070	Positive end-expiratory pressure			Reduction in PEEP in ARDS		D012128	C0035222	POI_outcome	14707568	1				
ARDS_POI:02071	Critical Illness		Deemphasizing syndromes, focus on underlying biological changes that underpin critical illness states and may be amenable to treatment.	Reconceptualization of critical illness		D003440	C0010346	POI_mechanism	35715504	1				
ARDS_POI:02072	Critical illness			Syndrome-based critical illness framework	DOID:0050117	D003422	C0010340	POI_mechanism	35715504	1				
ARDS_POI:02073	Pathophysiology of Critical Illness			Underlying biological changes in critical illness		D016638	C0010338	POI_mechanism	35715504	1				
