ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources
ARDS_POI:01863	ARDS respiratory illness severity							POI_mechanism	9769263	1
ARDS_POI:01864	ARDS right ventricle dysfunction							POI_mechanism	9769263	1
ARDS_POI:01865	Elevated ARDS mortality					D008288	C0027051	POI_outcome	9769263|12163776	2
ARDS_POI:01866	venovenous extracorporeal membrane oxygenation	extracorporeal-life-support-therapy	Venovenous extracorporeal membrane oxygenation for the treatment of severe acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_intervention	30642776|33140180	2
ARDS_POI:01867	Venovenous extracorporeal membrane oxygenation							POI_intervention	30642776	1
ARDS_POI:01868	Reduced 60-day mortality in ARDS					D012128	C0035222	POI_outcome	30642776	1
ARDS_POI:01869	Conventional mechanical ventilation							POI_intervention	30642776	1
ARDS_POI:01870	noninvasive positive-pressure ventilation after extubation	postoperative-respiratory-support	Noninvasive positive-pressure ventilation provided immediately after extubation to prevent respiratory distress.	NPPV				POI_intervention	12076220	1
ARDS_POI:01871	Noninvasive positive-pressure ventilation after extubation							POI_intervention	12076220	1
ARDS_POI:01872	No reduction in reintubation rate							POI_outcome	12076220	1
ARDS_POI:01873	Respiratory distress after extubation							POI_context	12076220	1
ARDS_POI:01874	Noninvasive pressure-support ventilation in acute lung injury	noninvasive-ventilation-strategy	Noninvasive pressure-support ventilation combined with positive end-expiratory pressure to reduce inspiratory muscle effort in acute lung injury.		DOID:11394	D012128	C0035222	POI_intervention	16081548	1
ARDS_POI:01875	Noninvasive pressure-support ventilation + PEEP							POI_intervention	16081548	1
ARDS_POI:01876	Reduced inspiratory muscle effort							POI_outcome	16081548	1
ARDS_POI:01877	Continuous positive airway pressure					D003324	C0010941	POI_intervention	16081548	1
ARDS_POI:01878	No respiratory muscle unloading							POI_outcome	16081548	1
ARDS_POI:01879	Respiratory Muscle Unloading	biological-process						POI_mechanism	16081548	1
ARDS_POI:01880	Oxygenation Improvement	biological-process						POI_mechanism	16081548	1
ARDS_POI:01881	Inspiratory Muscle Effort Reduction	biological-process						POI_mechanism	16081548	1
ARDS_POI:01882	high flow nasal cannula	oxygen-therapy	High flow nasal cannula (HFNC) oxygen therapy for patients with acute hypoxemic respiratory failure.	HFNC	DOID:11394	D012128	C0035222	POI_intervention	30888444	1
ARDS_POI:01883	High flow nasal cannula							POI_intervention	30888444	1
ARDS_POI:01884	Reduced need for oxygen therapy escalation							POI_outcome	30888444	1
ARDS_POI:01885	Acute hypoxemic respiratory failure					D012128	C0035222	POI_context	34463700|15599160|28948369|26444879|30888444|28762180|33471452	7
ARDS_POI:01886	Noninvasive ventilation					D053255	C0393604	POI_intervention	12689847	1
ARDS_POI:01887	Reduced duration of invasive ventilation							POI_outcome	12689847	1
ARDS_POI:01888	Reduced ICU length of stay					D007333	C0021579	POI_outcome	12689847|19325471	2
ARDS_POI:01889	Reduced hospital length of stay					D006801	C0020542	POI_outcome	12689847	1
ARDS_POI:01890	Reduced need for tracheotomy					D014028	C0041618	POI_outcome	12689847	1
ARDS_POI:01891	Reduced nosocomial pneumonia					D011024	C0032285	POI_outcome	12689847|17019559	2
ARDS_POI:01892	Reduced septic shock					D012686	C0036980	POI_outcome	12689847	1
ARDS_POI:01893	Improved ICU survival					D007485	C0020581	POI_outcome	12689847	1
ARDS_POI:01894	Persistent weaning failure							POI_context	12689847	1
ARDS_POI:01895	temporal trend of improved ALI mortality	critical-care-intervention	Unspecified improvements in critical care over 1996-2005 associated with declining ALI mortality at ARDS Network centers, beyond the benefits of low tidal volume ventilation.		DOID:11394	D012128	C0035222	POI_intervention	19325464	1
ARDS_POI:01896	Temporal trend of improved ALI mortality							POI_intervention	19325464	1
ARDS_POI:01897	Reduced ALI mortality					D012128	C0035222	POI_outcome	19325464	1
ARDS_POI:01898	Unspecified critical care advances							POI_mechanism	19325464	1
ARDS_POI:01899	ARDS Network centers							POI_context	19325464	1
ARDS_POI:01900	diaphragm ultrasonography	respiratory-muscle-diagnostic-test	Ultrasound-based technique to measure diaphragm excursion, thickness, and thickening fraction, allowing detection of diaphragmatic dysfunction in critically ill patients.	DU				POI_intervention	27620292	1
ARDS_POI:01901	Detect diaphragmatic dysfunction							POI_outcome	27620292	1
ARDS_POI:01902	Predict weaning and extubation success							POI_outcome	27620292	1
ARDS_POI:01903	Monitor respiratory muscle workload							POI_outcome	27620292	1
ARDS_POI:01904	Assess diaphragm atrophy							POI_outcome	27620292	1
ARDS_POI:01905	Mechanical ventilation weaning					D014756	C0235047	POI_context	27620292|9927355	2
ARDS_POI:01906	Assisted mechanical ventilation							POI_context	27620292	1
ARDS_POI:01907	Diaphragmatic Dysfunction	biological-process						POI_mechanism	27620292	1
ARDS_POI:01908	Weaning Difficulty	biological-process						POI_mechanism	27620292	1
ARDS_POI:01909	standardized rehabilitation therapy	rehabilitation-intervention	Daily therapy consisting of passive range of motion, physical therapy, and progressive resistance exercise until hospital discharge, provided to patients with acute respiratory failure requiring mechanical ventilation.	SRT	DOID:11394	D012128	C0035222	POI_intervention	27367766	1
ARDS_POI:01910	Usual ICU care							POI_intervention	27367766	1
ARDS_POI:01911	Hospital length of stay					D007883	C0020963	POI_outcome	27367766	1
ARDS_POI:01912	Ventilator days					D014930	C0043299	POI_outcome	27367766	1
ARDS_POI:01913	ICU days					D007474	C0020769	POI_outcome	27367766	1
ARDS_POI:01914	Short Physical Performance Battery score							POI_outcome	27367766	1
ARDS_POI:01915	SF-36 physical and mental health					D018334	C0743354	POI_outcome	27367766	1
ARDS_POI:01916	Functional Performance Inventory score							POI_outcome	27367766	1
ARDS_POI:01917	Mini-Mental State Examination score					D008968	C0026265	POI_outcome	27367766	1
ARDS_POI:01918	Handgrip strength					D006162	C0018834	POI_outcome	27367766	1
ARDS_POI:01919	Handheld dynamometer strength							POI_outcome	27367766	1
ARDS_POI:01920	Higher PEEP ventilation							POI_intervention	19841457	1
ARDS_POI:01921	Reduced need for rescue therapy							POI_outcome	19841457	1
ARDS_POI:01922	Reduced mortality in patients receiving rescue therapies							POI_outcome	19841457	1
ARDS_POI:01923	neuromuscular blocking agents (NMBAs)	ARDS_POI:01066	Early use of neuromuscular blocking agents to decrease the proinflammatory response associated with acute respiratory distress syndrome and mechanical ventilation.		DOID:11394	D012128	C0035222	POI_intervention	16932229	1
ARDS_POI:01924	Neuromuscular blockade					D009473	C0027739	POI_intervention	16932229|27342819|33464919	3
ARDS_POI:01925	Reduced inflammatory cytokine production					D011349	C0021311	POI_mechanism	16932229	1
ARDS_POI:01926	Decreased ARDS-related lung injury					D012128	C0035222	POI_mechanism	16932229	1
ARDS_POI:01927	Sustained improvement in P/F ratio							POI_outcome	16932229	1
ARDS_POI:01928	Lower oxygenation target (Pao2 60 mmHg)	oxygen-therapy	Oxygen therapy targeting a partial pressure of arterial oxygen (Pao2) of 60 mmHg in patients with acute hypoxemic respiratory failure.		DOID:11394	D012128	C0035222	POI_intervention	33471452	1
ARDS_POI:01929	Lower oxygenation target (Pao2 60 mmHg)							POI_intervention	33471452	1
ARDS_POI:01930	Mortality at 90 days					D008875	C0027051	POI_outcome	33471452	1
ARDS_POI:01931	noninvasive mechanical ventilation	mechanical-ventilation-strategy	Use of noninvasive positive pressure ventilation in cancer patients requiring mechanical ventilatory support.	NIMV	DOID:11394	D012128	C0035222	POI_intervention	21666446|11373414|9187186	3
ARDS_POI:01932	Noninvasive mechanical ventilation							POI_intervention	11373414	1
ARDS_POI:01933	Reduced 30-day mortality in cancer patients requiring MV							POI_outcome	11373414	1
ARDS_POI:01934	Improved survival in cancer patients requiring mechanical ventilation							POI_mechanism	11373414	1
ARDS_POI:01935	Noninvasive Ventilation Benefit Cancer Patients	biological-process						POI_mechanism	11373414	1
ARDS_POI:01936	noninvasive measurement of indocyanine green plasma disappearance rate	monitoring-technique	Noninvasive transcutaneous sensor measurement of indocyanine green plasma disappearance rate, compared to invasive aortic fiberoptic reference.		DOID:11394	D012128	C0035222	POI_intervention	11126271	1
ARDS_POI:01937	Noninvasive ICG PDR measurement							POI_intervention	11126271	1
ARDS_POI:01938	Correlation invasive vs noninvasive ICG PDR							POI_outcome	11126271	1
ARDS_POI:01939	Critically ill patient population							POI_population	26003390|18626628|11126271	3
ARDS_POI:01940	Stable hemodynamics context							POI_context	11126271	1
ARDS_POI:01941	Avoidance of intubation in COPD							POI_outcome	12447511	1
ARDS_POI:01942	Reduced rehospitalization at 1 year in COPD							POI_outcome	12447511	1
ARDS_POI:01943	Reduced new oxygen requirement at 1 year in COPD							POI_outcome	12447511	1
ARDS_POI:01944	Chronic obstructive pulmonary disease					D003238	C0024117	POI_context	23103736|8618485|12447511	3
ARDS_POI:01945	bovine surfactant therapy	ards-treatment	Endotracheal instillation of bovine surfactant in patients with acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_intervention	9105072	1
ARDS_POI:01946	Bovine surfactant therapy for ARDS							POI_intervention	9105072	1
ARDS_POI:01947	Improved oxygenation at 120h							POI_outcome	9105072	1
ARDS_POI:01948	cancer requiring ICU admission							POI_population	19829101	1
ARDS_POI:01949	High hospital mortality							POI_outcome	19829101	1
ARDS_POI:01950	Medical complications requiring ICU admission							POI_context	19829101	1
ARDS_POI:01951	Higher hospital mortality in medical vs surgical							POI_outcome	19829101	1
ARDS_POI:01952	intensive insulin therapy	blood-glucose-management	Intensive insulin therapy to maintain euglycemia in critically ill patients, preventing critical illness polyneuropathy/myopathy and reducing duration of mechanical ventilation.			D007333	C0020542	POI_intervention	17138955	1
ARDS_POI:01953	Intensive insulin therapy to prevent critical illness polyneuropathy/myopathy					D007333	C0020542	POI_intervention	17138955	1
ARDS_POI:01954	Reduced incidence of critical illness polyneuropathy/myopathy					D011467	C0751130	POI_outcome	17138955	1
ARDS_POI:01955	Intensive insulin therapy to prevent prolonged mechanical ventilation					D007333	C0020542	POI_intervention	17138955	1
ARDS_POI:01956	Reduced prolonged mechanical ventilation							POI_outcome	17138955	1
ARDS_POI:01957	Protocolized rehabilitation directed toward early mobilization							POI_intervention	27762595	1
ARDS_POI:01958	Improved ventilator liberation							POI_outcome	27762595	1
ARDS_POI:01959	Ventilator liberation protocol							POI_intervention	27762595	1
ARDS_POI:01960	Identify high-risk extubation							POI_outcome	27762595	1
ARDS_POI:01961	Mechanical ventilation liberation							POI_context	27762595	1
ARDS_POI:01962	early noninvasive ventilation	respiratory-support-therapy	Early application of noninvasive ventilation in immunocompromised patients with acute hypoxemic respiratory failure.			D009335	C0028070	POI_intervention	26444879	1
ARDS_POI:01963	Immunocompromised patients					D007153	C0021311	POI_population	26444879	1
ARDS_POI:01964	corticosteroids	pharmacologic-therapy	Corticosteroids administered for prevention and treatment of acute respiratory distress syndrome in critically ill adults.		DOID:11394	D012128	C0035222	POI_intervention	33876268|18434379	2
ARDS_POI:01965	Corticosteroids for ARDS prevention					D000305	C0010801	POI_intervention	18434379	1
ARDS_POI:01966	Increased odds of developing ARDS					D012128	C0035222	POI_outcome	18434379	1
ARDS_POI:01967	Increased mortality in ARDS					D008171	C0278612	POI_outcome	18434379	1
ARDS_POI:01968	Corticosteroids for ARDS treatment					D000305	C0010801	POI_intervention	18434379	1
ARDS_POI:01969	Reduced mortality in ARDS					D008171	C0278612	POI_outcome	18434379	1
ARDS_POI:01970	noninvasive ventilation after extubation	weaning-strategy	Application of noninvasive ventilation (NIV) immediately after extubation in patients with acute-on-chronic respiratory failure.	NIV	DOID:11394	D012128	C0035222	POI_intervention	10390384	1
ARDS_POI:01971	Noninvasive ventilation after extubation							POI_intervention	10390384	1
ARDS_POI:01972	Reduced duration of endotracheal mechanical ventilation							POI_outcome	10390384	1
ARDS_POI:01973	Reduced daily ventilatory support duration							POI_outcome	10390384	1
ARDS_POI:01974	Increased total weaning duration							POI_outcome	10390384	1
ARDS_POI:01975	Acute-on-chronic respiratory failure							POI_context	17019559|10390384	2
ARDS_POI:01976	Earlier Extubation With Niv	biological-process						POI_mechanism	10390384	1
ARDS_POI:01977	Reduced Daily Ventilatory Duration Niv	biological-process						POI_mechanism	10390384	1
ARDS_POI:01978	Increased Total Weaning Duration Niv	biological-process						POI_mechanism	10390384	1
ARDS_POI:01979	Critical illness-related corticosteroid insufficiency							POI_disease	28940011	1
ARDS_POI:01980	Adrenal insufficiency							POI_disease	28940011	1
ARDS_POI:01981	spontaneous breathing trial	ARDS_POI:01080	Spontaneous breathing trial for up to 60 minutes to assess weaning failure in mechanical ventilation patients.					POI_intervention	12411288	1
ARDS_POI:01982	Diaphragm fatigue							POI_mechanism	12411288	1
ARDS_POI:01983	Diaphragmatic weakness							POI_mechanism	12411288	1
ARDS_POI:01984	Rib cage muscle recruitment							POI_mechanism	12411288	1
ARDS_POI:01985	Expiratory muscle recruitment							POI_mechanism	12411288	1
ARDS_POI:01986	Prolonged low-to-moderate dose corticosteroids	pharmacological-intervention	Prolonged administration of corticosteroids at 0.5-2.5 mg/kg/day methylprednisolone or equivalent for treatment of acute lung injury or acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_intervention	19325471	1
ARDS_POI:01987	Improved ventilation-free days							POI_outcome	19325471	1
ARDS_POI:01988	Improved MODS score							POI_outcome	19325471	1
ARDS_POI:01989	Improved Lung Injury Scores							POI_outcome	19325471	1
ARDS_POI:01990	Prone positioning during pressure-controlled mechanical ventilation	mechanical-ventilation-strategy	Prone positioning during pressure-controlled mechanical ventilation to improve ventilation-perfusion relationships in severe ARDS.		DOID:11394	D012128	C0035222	POI_intervention	7956412	1
ARDS_POI:01991	Prone positioning during pressure-controlled mechanical ventilation							POI_intervention	7956412	1
ARDS_POI:01992	Improved ventilation-perfusion relationships (VA/Q)							POI_outcome	7956412	1
ARDS_POI:01993	Decreased shunt perfusion							POI_mechanism	7956412	1
ARDS_POI:01994	trophic enteral nutrition for initial 6 days	enteral-nutrition-strategy	Provision of trophic (10 mL/hr) enteral nutrition for the initial 6 days of mechanical ventilation in patients with acute respiratory failure.			D001281	C0011849	POI_intervention	21242788	1
ARDS_POI:01995	Trophic enteral nutrition, initial 6 days							POI_intervention	21242788	1
ARDS_POI:01996	Similar ventilator-free days							POI_outcome	21242788	1
ARDS_POI:01997	Reduced gastrointestinal intolerance							POI_outcome	21242788	1
ARDS_POI:01998	recombinant human soluble thrombomodulin	anticoagulant-medication	Recombinant human soluble thrombomodulin administered intravenously at 0.06 mg/kg/day (max 6 mg/day) for 6 days for treatment of sepsis-associated coagulopathy.			D014868	C0085293	POI_intervention	31104069	1
ARDS_POI:01999	Reduced 28-day mortality in sepsis-associated coagulopathy					D006801	C0003141	POI_outcome	31104069	1
ARDS_POI:02000	Sepsis-associated coagulopathy					D014868	C0085293	POI_context	31104069	1
ARDS_POI:02001	Extracorporeal life support				DOID:11394	D005016	C0013376	POI_intervention	33140180|31408142	2
ARDS_POI:02002	increasing PEEP to reduce alveolar opening/closing in ARDS	ARDS_POI:01066	Increasing PEEP in ARDS patients with higher lung recruitability reduces intratidal alveolar opening and closing, despite increased alveolar strain.		DOID:11394	D012128	C0035222	POI_mechanism	19910610	1
ARDS_POI:02003	Reduced opening and closing lung tissue in ARDS							POI_outcome	19910610	1
ARDS_POI:02004	Alveolar strain minimization							POI_mechanism	19910610	1
ARDS_POI:02005	ARDS lung physiology					D012128	C0035222	POI_context	19910610	1
ARDS_POI:02006	Lung recruitability							POI_context	19910610	1
ARDS_POI:02007	Dependent Lung Atelectasis	biological-process						POI_mechanism	9817720|19910610	2
ARDS_POI:02008	lung protective mechanical ventilation	ARDS_POI:01066			DOID:11394	D012128	C0035222	POI_intervention	22491953	1
ARDS_POI:02009	Improved 2-year survival in acute lung injury							POI_outcome	22491953	1
ARDS_POI:02010	Individualised PEEP titrated to best compliance during OLV							POI_mechanism	22491953	1
ARDS_POI:02011	Prevention of dependent lung atelectasis							POI_mechanism	22491953|17167013|11445688|9310799	4
ARDS_POI:02012	Bilevel positive airway pressure (BPV) for acute asthmatic attack	acute-asthma-treatment	Applying bilevel positive airway pressure (BPV) in addition to conventional asthma treatment for patients with a severe asthmatic attack.			D001249	C0004096	POI_intervention	12684289	1
ARDS_POI:02013	Bilevel positive airway pressure (BPV)							POI_intervention	12684289	1
ARDS_POI:02014	Improved lung function in acute asthma					D005375	C0024117	POI_outcome	12684289	1
ARDS_POI:02015	Reduced hospitalization rate in acute asthma					D006801	C0020538	POI_outcome	12684289	1
ARDS_POI:02016	Acute asthmatic attack					D001249	C0004096	POI_context	12684289	1
ARDS_POI:02017	ventilatory ratio	respiratory-mechanics-measurement	Bedside index of impaired ventilation calculated as [minute ventilation (ml/min) × PaCO2 (mm Hg)]/(predicted body weight × 100 × 37.5).		DOID:11394	D012128	C0035222	POI_intervention	30211618	1
ARDS_POI:02018	Increased mortality risk in ARDS					D007268	C0151744	POI_outcome	30211618	1
ARDS_POI:02019	Dead space fraction (Vd/Vt)							POI_mechanism	30211618	1
ARDS_POI:02020	Failure to control viral replication							POI_mechanism	35255492	1
ARDS_POI:02021	Enhanced pulmonary inflammation							POI_mechanism	35255492	1
ARDS_POI:02022	Enhanced intravascular coagulation							POI_mechanism	35255492	1
ARDS_POI:02023	Critical COVID-19							POI_disease	35255492	1
ARDS_POI:02024	Quality of life assessment in ARDS survivors	prognosis-outcome-measurement	Systematic review and meta-analysis of studies evaluating long-term quality of life in survivors of acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_outcome	16783553	1
ARDS_POI:02025	Quality of life in ARDS survivors					D015431	C0042769	POI_outcome	16783553	1
ARDS_POI:02026	Sivelestat (ONO-5046, Elaspol)	neutrophil-elastase-inhibitor	Small molecular weight inhibitor of neutrophil elastase.		DOID:11394	D012128	C0035222	POI_intervention	15286546	1
ARDS_POI:02027	Neutrophil elastase inhibition							POI_mechanism	15286546	1
ARDS_POI:02028	Reduced acute lung injury					D012128	C0035222	POI_outcome	15286546	1
ARDS_POI:02029	Neutrophil Elastase Activity	biological-process						POI_mechanism	15286546	1
ARDS_POI:02030	Reduced shunt flow							POI_outcome	8630585	1
ARDS_POI:02031	Aerosolized prostacyclin					D011396	C0033367	POI_intervention	8630585	1
ARDS_POI:02032	Pulmonary vasodilation					D014474	C0034065	POI_mechanism	8630585	1
ARDS_POI:02033	Improved ventilation-perfusion							POI_mechanism	8630585	1
ARDS_POI:02034	Redistribution Bloodflow Atelectasis	biological-process						POI_mechanism	8630585	1
ARDS_POI:02035	SARS critical illness					D012128	C0035222	POI_intervention	12865378	1
ARDS_POI:02036	Increased mortality at 28 days							POI_outcome	12865378	1
ARDS_POI:02037	Impact on critical care capacity							POI_outcome	12865378	1
ARDS_POI:02038	SARS outbreak context							POI_context	12865378	1
ARDS_POI:02039	Non-invasive ventilation after extubation	respiratory-support-strategy	Non-invasive ventilation provided for 24 hours after extubation in patients with chronic respiratory disorders and hypercapnia.			D012128	C0035222	POI_intervention	19682735	1
ARDS_POI:02040	Non-invasive ventilation after extubation							POI_intervention	19682735	1
ARDS_POI:02041	Reduced respiratory failure within 72h after extubation					D012128	C0035222	POI_outcome	19682735	1
ARDS_POI:02042	Chronic respiratory disorders							POI_population	19682735	1
ARDS_POI:02043	Reduced respiratory rate							POI_outcome	8797425	1
ARDS_POI:02044	Well tolerated NPPV							POI_outcome	8797425	1
ARDS_POI:02045	Acute respiratory failure in asthma					D000740	C0003862	POI_context	8797425	1
ARDS_POI:02046	Airway Resistance Increase Intubation	biological-process						POI_mechanism	8797425	1
ARDS_POI:02047	Work Of Breathing Reduction Nppv	biological-process						POI_mechanism	8797425	1
ARDS_POI:02048	Gas Exchange Improvement Nppv	biological-process						POI_mechanism	8797425	1
ARDS_POI:02049	Noninvasive ventilation success							POI_intervention	17019559	1
ARDS_POI:02050	Reduced mortality in de novo acute respiratory failure							POI_outcome	17019559	1
ARDS_POI:02051	Reduced mortality in cardiogenic pulmonary edema/acute-on-chronic respiratory failure							POI_outcome	17019559	1
ARDS_POI:02052	Increased ICU mortality in de novo acute respiratory failure							POI_outcome	17019559	1
ARDS_POI:02053	Increased ICU length of stay in cardiogenic pulmonary edema/acute-on-chronic respiratory failure							POI_outcome	17019559	1
ARDS_POI:02054	De novo acute respiratory failure							POI_context	17019559	1
ARDS_POI:02055	Cardiogenic pulmonary edema							POI_context	17019559|12958051	2
ARDS_POI:02056	De Novo Acute Respiratory Failure Pathogenesis	biological-process						POI_mechanism	17019559	1
ARDS_POI:02057	Cardiogenic Pulmonary Edema Pathogenesis	biological-process						POI_mechanism	17019559	1
ARDS_POI:02058	Acute On Chronic Respiratory Failure Pathogenesis	biological-process						POI_mechanism	17019559	1
ARDS_POI:02059	respiratory muscle aid protocol	respiratory-support-intervention	Home-based protocol using noninvasive ventilation and assisted coughing to prevent or reverse oxyhemoglobin desaturation and respiratory distress episodes in neuromuscular disease patients.			D011656	C0032943	POI_intervention	11083691	1
ARDS_POI:02060	Noninvasive ventilation for respiratory distress							POI_mechanism	11083691	1
ARDS_POI:02061	Manually and mechanically assisted coughing							POI_mechanism	11083691	1
ARDS_POI:02062	Reduced hospitalization rates					D011656	C0032943	POI_outcome	11083691	1
ARDS_POI:02063	Neuromuscular disease							POI_population	11083691	1
ARDS_POI:02064	Patient-ventilator asynchrony							POI_outcome	19183949	1
ARDS_POI:02065	Reduced patient comfort							POI_outcome	19183949	1
ARDS_POI:02066	Ventilator leak magnitude							POI_mechanism	19183949	1
ARDS_POI:02067	Pressure support level							POI_mechanism	19183949	1
ARDS_POI:02068	48-hr neuromuscular blocking agents (NMBA) infusion	ventilation-strategy	48-hour infusion of neuromuscular blocking agents in patients with acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_intervention	14707568	1
ARDS_POI:02069	48-hr NMBA infusion							POI_intervention	14707568	1
ARDS_POI:02070	Reduction in PEEP in ARDS					D012128	C0035222	POI_outcome	14707568	1
ARDS_POI:02071	Reconceptualization of critical illness	critical-illness-framework	Deemphasizing syndromes, focus on underlying biological changes that underpin critical illness states and may be amenable to treatment.			D003440	C0010346	POI_mechanism	35715504	1
ARDS_POI:02072	Syndrome-based critical illness framework							POI_mechanism	35715504	1
ARDS_POI:02073	Underlying biological changes in critical illness							POI_mechanism	35715504	1
ARDS_POI:02074	SARS-CoV-2-induced respiratory failure							POI_mechanism	35715504	1
ARDS_POI:02075	Intraoperative protective ventilation	ARDS_POI:01066	Intraoperative ventilation strategy targeting PEEP ≥5 cmH2O, tidal volume <10 mL/kg PBW, and plateau pressure <30 cmH2O.			D011656	C0032943	POI_intervention	26174419	1
ARDS_POI:02076	Intraoperative protective ventilation							POI_intervention	26174419	1
ARDS_POI:02077	Reduced postoperative respiratory complications					D011656	C0032943	POI_outcome	26174419	1
ARDS_POI:02078	Non-cardiac surgery							POI_context	26174419	1
ARDS_POI:02079	Endotracheal intubation					D007308	C0021117	POI_context	26174419	1
ARDS_POI:02080	Intensive PT program	ARDS_POI:02084	Intensive physical therapy program for up to 4 weeks in patients with acute respiratory failure requiring mechanical ventilation.			D012128	C0035222	POI_intervention	26651376	1
ARDS_POI:02081	No difference in physical function at 1, 3, 6 months							POI_outcome	26651376	1
ARDS_POI:02082	Early PT intervention							POI_intervention	26651376	1
ARDS_POI:02083	Neuromuscular weakness prevention							POI_mechanism	26651376	1
ARDS_POI:02084	Acute Respiratory Failure Rehabilitation	biological-process						POI_mechanism	26651376	1
ARDS_POI:02085	increased body mass index	physiological-state	Higher body mass index		DOID:11394	D012128	C0035222	POI_population	16521268	1
ARDS_POI:02086	Increased body mass index					D001845	C0006270	POI_population	16521268	1
ARDS_POI:02087	Decreased body mass index					D001845	C0006270	POI_population	16521268	1
ARDS_POI:02088	Mechanically ventilated acute lung injury					D012128	C0035222	POI_context	16521268	1
ARDS_POI:02089	High-flow nasal oxygen with noninvasive ventilation	respiratory-support	Combination of high-flow nasal oxygen with noninvasive ventilation applied immediately after extubation in high-risk patients.			D011656	C0032943	POI_intervention	31577036	1
ARDS_POI:02090	High-flow nasal oxygen with noninvasive ventilation							POI_intervention	31577036	1
ARDS_POI:02091	Reduced reintubation at 7 days					D011656	C0032943	POI_outcome	31577036	1
ARDS_POI:02092	High risk of extubation failure							POI_context	31577036	1
ARDS_POI:02093	Intravenous N-acetylcysteine (NAC)	lung-protective-therapy	Intravenous administration of N-acetylcysteine at 40 mg/kg/day for 3 days to enhance recovery from acute lung injury.			D000109	C0001089	POI_intervention	8275731	1
ARDS_POI:02094	Intravenous N-acetylcysteine					D000109	C0001089	POI_intervention	8275731	1
ARDS_POI:02095	Reduced ARDS incidence					D012128	C0035222	POI_outcome	20693377|8275731	2
ARDS_POI:02096	Reduced ventilatory support					D014548	C0042571	POI_outcome	8275731	1
ARDS_POI:02097	Reduced FiO2 requirements					D005456	C0015914	POI_outcome	8275731	1
ARDS_POI:02098	Lung injury score improvement					D011656	C0032943	POI_outcome	8275731	1
ARDS_POI:02099	High 1-year mortality					D008297	C0026269	POI_outcome	26003390	1
ARDS_POI:02100	Poor hospital discharge outcomes					D006365	C0020538	POI_outcome	26003390	1
ARDS_POI:02101	Worse outcomes in USA							POI_context	26003390	1
ARDS_POI:02102	Incidence of acute lung injury	respiratory-system-disease		ALI	DOID:11394	D012128	C0035222	POI_epidemiology	12794394	1
ARDS_POI:02103	United States							POI_context	12794394	1
ARDS_POI:02104	Adjunctive corticosteroid therapy	drug-therapy	Systemic corticosteroids given as an adjunct to standard care for community-acquired pneumonia.		D011298	D011298	C0034065	POI_intervention	26258555	1
ARDS_POI:02105	Reduced need for mechanical ventilation					D008733	C0024874	POI_outcome	11990914|26258555	2
ARDS_POI:02106	Reduced ARDS					D012128	C0035222	POI_outcome	26258555	1
ARDS_POI:02107	Reduced time to clinical stability							POI_outcome	26258555	1
ARDS_POI:02108	Reduced duration of hospitalization					D006801	C0020145	POI_outcome	26258555	1
ARDS_POI:02109	Increased hyperglycemia requiring treatment					D006943	C0020456	POI_outcome	26258555	1
ARDS_POI:02110	Reduced endotracheal intubation rate					D007231	C0021270	POI_outcome	10712326	1
ARDS_POI:02111	ARDS in previously healthy patients	ARDS_POI:01049	ARDS developing in patients with high functional status and minimal comorbidities at baseline.		DOID:11394	D012128	C0035222	POI_population	11371406	1
ARDS_POI:02112	ARDS in previously healthy patients							POI_population	11371406	1
ARDS_POI:02113	Poor quality-adjusted survival at 12 months							POI_outcome	11371406	1
ARDS_POI:02114	Titration of tidal volume and induced hypercapnia	ARDS_POI:01066	Mechanical ventilation strategy using volume-control mode, PEEP adjusted to lower inflection point, and tidal volume of 10 ml/kg to prevent lung overdistension.		DOID:11394	D012128	C0035222	POI_intervention	7599810	1
ARDS_POI:02115	Upper inflection point identification							POI_mechanism	7599810	1
ARDS_POI:02116	Lung overdistension detection							POI_mechanism	7599810	1
ARDS_POI:02117	PEEP titration to lower inflection point							POI_intervention	7599810	1
ARDS_POI:02118	Overdistension prevention							POI_outcome	7599810	1
ARDS_POI:02119	Assessment for patient-ventilator trigger asynchrony	mechanical-ventilation-management	Observation and monitoring of patient-ventilator interactions to identify and attempt to mitigate trigger asynchrony in ventilator-dependent patients.	TA assessment				POI_intervention	9404759	1
ARDS_POI:02120	Patient-ventilator trigger asynchrony							POI_intervention	9404759	1
ARDS_POI:02121	Decreased weaning success							POI_outcome	9404759	1
ARDS_POI:02122	Respiratory muscle fatigue							POI_mechanism	9404759	1
ARDS_POI:02123	Impaired respiratory mechanics							POI_mechanism	9404759	1
ARDS_POI:02124	Ventilation weaning failure							POI_mechanism	9404759	1
ARDS_POI:02125	low-dose corticosteroids	ARDS_POI:02339	Seven-day treatment with 50 mg hydrocortisone every 6 hrs and 50 mcg 9-alpha-fludrocortisone once daily.		DOID:11394	D012128	C0035222	POI_intervention	16374152	1
