poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence
ARDS_POI:01874,noninvasive-pressure-support-ventilation-in-acute-lung-injury,Noninvasive pressure-support ventilation in acute lung injury,POI_disease,noninvasive-ventilation-strategy,Noninvasive pressure-support ventilation combined with positive end-expiratory pressure to reduce inspiratory muscle effort in acute lung injury.,,DOID:11394,D012128,C0035222,robot_template_row,16081548,1,,,,Acute lung injury,Noninvasive pressure-support ventilation in acute lung injury,rule,HIGH
ARDS_POI:01875,noninvasive-pressure-support-ventilation-peep,Noninvasive pressure-support ventilation + PEEP,POI_intervention,,,,,D010863,C0034084,kg_nodes,16081548,1,,,,Positive end-expiratory pressure,Noninvasive pressure-support ventilation + PEEP,rule,HIGH
ARDS_POI:01876,reduced-inspiratory-muscle-effort,Reduced inspiratory muscle effort,POI_outcome,,,,,D009132,C0231890,kg_nodes,16081548,1,,,,Inspiratory muscle strength,Reduced inspiratory muscle effort,claude_api,MEDIUM
ARDS_POI:01877,continuous-positive-airway-pressure,Continuous positive airway pressure,POI_intervention,,,,,D003324,C0010941,kg_nodes,16081548,1,,,,Continuous positive airway pressure,Continuous positive airway pressure,rule,HIGH
ARDS_POI:01878,no-respiratory-muscle-unloading,No respiratory muscle unloading,POI_outcome,,,,,D012106,C0035246,kg_nodes,16081548,1,,GO:0007588,,Respiratory muscle unloading,No respiratory muscle unloading,claude_api,MEDIUM
ARDS_POI:01879,respiratory-muscle-unloading,Respiratory Muscle Unloading,POI_mechanism,biological-process,,,,D012131,C0035230,mechanism_node,16081548,1,,GO:0045787,,Respiratory Muscle Fatigue,Respiratory Muscle Unloading,claude_api,MEDIUM
ARDS_POI:01880,oxygenation-improvement,Oxygenation Improvement,POI_mechanism,biological-process,,,,D010100,C0242402,mechanism_node,16081548,1,,,,Oxygenation,Oxygenation Improvement,rule,HIGH
ARDS_POI:01881,inspiratory-muscle-effort-reduction,Inspiratory Muscle Effort Reduction,POI_mechanism,biological-process,,,,D012132,C0231800,mechanism_node,16081548,1,,GO:0045214,,Inspiratory Muscle Strength,Inspiratory Muscle Effort Reduction,claude_api,MEDIUM
ARDS_POI:01882,high-flow-nasal-cannula,high flow nasal cannula,POI_intervention,oxygen-therapy,High flow nasal cannula (HFNC) oxygen therapy for patients with acute hypoxemic respiratory failure.,HFNC,DOID:11394,D012128,C0035222,robot_template_row,30888444,1,,,,High-flow nasal cannula oxygen therapy,high flow nasal cannula,rule,HIGH
ARDS_POI:01883,high-flow-nasal-cannula-hfnc,High flow nasal cannula,POI_intervention,,,,,D000066829,C4042833,kg_nodes,30888444,1,,,,High-flow nasal cannula oxygen therapy,High flow nasal cannula,rule,HIGH
ARDS_POI:01884,reduced-need-for-oxygen-escalation,Reduced need for oxygen therapy escalation,POI_outcome,,,,,D010102,C0030054,kg_nodes,30888444,1,,,,Oxygen therapy,Reduced need for oxygen therapy escalation,rule,HIGH
ARDS_POI:01885,acute-hypoxemic-respiratory-failure,Acute hypoxemic respiratory failure,POI_context,,,,DOID:11162,D012128,C0035222,kg_nodes,34463700|15599160|28948369|26444879|30888444|28762180|33471452,7,,,,Acute Hypoxemic Respiratory Failure,Acute hypoxemic respiratory failure,claude_api,HIGH
ARDS_POI:01886,niv,Noninvasive ventilation,POI_intervention,,,,,D053255,C0393604,kg_nodes,12689847,1,,,,Noninvasive Ventilation,Noninvasive ventilation,claude_api,HIGH
ARDS_POI:01887,reduced-duration-invasive-ventilation,Reduced duration of invasive ventilation,POI_outcome,,,,,D012121,C0087153,kg_nodes,12689847,1,,,,Mechanical ventilation duration,Reduced duration of invasive ventilation,claude_api,HIGH
ARDS_POI:01888,reduced-icu-stay,Reduced ICU length of stay,POI_outcome,,,,,D007333,C0021579,kg_nodes,12689847|19325471,2,,,,Intensive Care Unit length of stay,Reduced ICU length of stay,claude_api,HIGH
ARDS_POI:01889,reduced-hospital-stay,Reduced hospital length of stay,POI_outcome,,,,,D006801,C0020542,kg_nodes,12689847,1,,,,Length of Stay,Reduced hospital length of stay,claude_api,HIGH
ARDS_POI:01890,reduced-need-for-tracheotomy,Reduced need for tracheotomy,POI_outcome,,,,,D014028,C0041618,kg_nodes,12689847,1,,,,Tracheotomy,Reduced need for tracheotomy,claude_api,HIGH
ARDS_POI:01891,reduced-nosocomial-pneumonia,Reduced nosocomial pneumonia,POI_outcome,,,,DOID:552,D011024,C0032285,kg_nodes,12689847|17019559,2,,,,Pneumonia,Reduced nosocomial pneumonia,rule,HIGH
ARDS_POI:01892,reduced-septic-shock,Reduced septic shock,POI_outcome,,,,DOID:0080642,D012686,C0036980,kg_nodes,12689847,1,,,,Sepsis,Reduced septic shock,rule,HIGH
ARDS_POI:01893,improved-icu-survival,Improved ICU survival,POI_outcome,,,,,D007485,C0020581,kg_nodes,12689847,1,,,,Intensive Care Unit Survival,Improved ICU survival,claude_api,HIGH
ARDS_POI:01894,persistent-weaning-failure,Persistent weaning failure,POI_context,,,,,D052581,C0581047,kg_nodes,12689847,1,,,,Weaning Failure,Persistent weaning failure,claude_api,HIGH
ARDS_POI:01895,temporal-trend-of-improved-ali-mortality,temporal trend of improved ALI mortality,POI_outcome,critical-care-intervention,"Unspecified improvements in critical care over 1996-2005 associated with declining ALI mortality at ARDS Network centers, beyond the benefits of low tidal volume ventilation.",,DOID:11394,D012128,C0035222,robot_template_row,19325464,1,,,,Mortality,temporal trend of improved ALI mortality,rule,HIGH
ARDS_POI:01896,temporal-trend-improved-ali-mortality,Temporal trend of improved ALI mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,19325464,1,,,,Mortality,Temporal trend of improved ALI mortality,rule,HIGH
ARDS_POI:01897,reduced-ali-mortality,Reduced ALI mortality,POI_outcome,,,,,D012128,C0035222,kg_nodes,19325464,1,,,,Mortality,Reduced ALI mortality,rule,HIGH
ARDS_POI:01898,unspecified-critical-care-advances,Unspecified critical care advances,POI_mechanism,,,,,D003422,C0010337,kg_nodes,19325464,1,,,,Critical Care,Unspecified critical care advances,claude_api,MEDIUM
ARDS_POI:01899,ards-network-centers,ARDS Network centers,POI_context,,,,DOID:11394,D012128,C0035222,kg_nodes,19325464,1,,,,Acute respiratory distress syndrome,ARDS Network centers,rule,HIGH
ARDS_POI:01900,diaphragm-ultrasonography,diaphragm ultrasonography,POI_intervention,respiratory-muscle-diagnostic-test,"Ultrasound-based technique to measure diaphragm excursion, thickness, and thickening fraction, allowing detection of diaphragmatic dysfunction in critically ill patients.",DU,,D064168,C4277680,robot_template_row,27620292,1,,,,Ultrasonography of Diaphragm,diaphragm ultrasonography,claude_api,HIGH
ARDS_POI:01901,detect-diaphragmatic-dysfunction,Detect diaphragmatic dysfunction,POI_outcome,,,,,D004079,,kg_nodes,27620292,1,,,,Diaphragmatic dysfunction,Detect diaphragmatic dysfunction,rule,HIGH
ARDS_POI:01902,predict-weaning-extubation-success,Predict weaning and extubation success,POI_outcome,,,,,D005112,C0542681,kg_nodes,27620292,1,,,,Extubation,Predict weaning and extubation success,claude_api,MEDIUM
ARDS_POI:01903,monitor-respiratory-workload,Monitor respiratory muscle workload,POI_outcome,,,,,D012119,C0035258,kg_nodes,27620292,1,,GO:0045333,,Respiratory muscle work,Monitor respiratory muscle workload,claude_api,HIGH
ARDS_POI:01904,assess-diaphragm-atrophy,Assess diaphragm atrophy,POI_outcome,,,,,D003955,C0232688,kg_nodes,27620292,1,,,,Diaphragm atrophy,Assess diaphragm atrophy,claude_api,HIGH
ARDS_POI:01905,weaning,Mechanical ventilation weaning,POI_context,,,,,D014756,C0235047,kg_nodes,27620292|9927355,2,,,,Mechanical ventilation,Mechanical ventilation weaning,rule,HIGH
ARDS_POI:01906,assisted-mechanical-ventilation,Assisted mechanical ventilation,POI_context,,,,,D008686,C0199470,kg_nodes,27620292,1,,,,Mechanical ventilation,Assisted mechanical ventilation,rule,HIGH
ARDS_POI:01907,diaphragmatic-dysfunction,Diaphragmatic Dysfunction,POI_mechanism,biological-process,,,,D004079,,mechanism_node,27620292,1,,,,Diaphragmatic dysfunction,Diaphragmatic Dysfunction,rule,HIGH
ARDS_POI:01908,weaning-difficulty,Weaning Difficulty,POI_mechanism,biological-process,,,,D052801,C0240669,mechanism_node,27620292,1,,,,Difficult weaning,Weaning Difficulty,claude_api,HIGH
ARDS_POI:01909,standardized-rehabilitation-therapy,standardized rehabilitation therapy,POI_intervention,rehabilitation-intervention,"Daily therapy consisting of passive range of motion, physical therapy, and progressive resistance exercise until hospital discharge, provided to patients with acute respiratory failure requiring mechanical ventilation.",SRT,DOID:11394,D012128,C0035222,robot_template_row,27367766,1,,,,Rehabilitation,standardized rehabilitation therapy,claude_api,MEDIUM
ARDS_POI:01910,usual-icu-care,Usual ICU care,POI_intervention,,,,,D003422,C0021708,kg_nodes,27367766,1,,,,Intensive Care Unit Care,Usual ICU care,claude_api,HIGH
ARDS_POI:01911,hospital-length-of-stay,Hospital length of stay,POI_outcome,,,,,D007883,C0020963,kg_nodes,27367766,1,,,,Length of Stay,Hospital length of stay,claude_api,HIGH
ARDS_POI:01912,ventilator-days,Ventilator days,POI_outcome,,,,,D014930,C0043299,kg_nodes,27367766,1,,,,Mechanical Ventilation Duration,Ventilator days,claude_api,HIGH
ARDS_POI:01913,icu-days,ICU days,POI_outcome,,,,,D007474,C0020769,kg_nodes,27367766,1,,,,Intensive Care Unit stay duration,ICU days,claude_api,HIGH
ARDS_POI:01914,sppb-score,Short Physical Performance Battery score,POI_outcome,,,,,D000072797,C0451233,kg_nodes,27367766,1,,,,Short Physical Performance Battery,Short Physical Performance Battery score,claude_api,HIGH
ARDS_POI:01915,sf-36-physical-mental-health,SF-36 physical and mental health,POI_outcome,,,,,D018334,C0743354,kg_nodes,27367766,1,,,,SF-36 Health Survey,SF-36 physical and mental health,claude_api,HIGH
ARDS_POI:01916,fpi-score,Functional Performance Inventory score,POI_outcome,,,,,D000203,C0016853,kg_nodes,27367766,1,,,,Functional Performance Inventory,Functional Performance Inventory score,claude_api,HIGH
ARDS_POI:01917,mmse-score,Mini-Mental State Examination score,POI_outcome,,,,,D008968,C0026265,kg_nodes,27367766,1,,,,Mini-Mental State Examination,Mini-Mental State Examination score,claude_api,HIGH
ARDS_POI:01918,handgrip-strength,Handgrip strength,POI_outcome,,,,,D006162,C0018834,kg_nodes,27367766,1,,,,Handgrip Strength,Handgrip strength,claude_api,HIGH
ARDS_POI:01919,handheld-dynamometer-strength,Handheld dynamometer strength,POI_outcome,,,,,D018737,C0518031,kg_nodes,27367766,1,,,,Grip Strength,Handheld dynamometer strength,claude_api,HIGH
ARDS_POI:01920,higher-peep-ventilation,Higher PEEP ventilation,POI_intervention,,,,,D010863,C0034084,kg_nodes,19841457,1,,,,Positive end-expiratory pressure,Higher PEEP ventilation,rule,HIGH
ARDS_POI:01921,reduced-need-rescue-therapy,Reduced need for rescue therapy,POI_outcome,,,,,D013812,C0085133,kg_nodes,19841457,1,,,,Rescue therapy,Reduced need for rescue therapy,claude_api,MEDIUM
ARDS_POI:01922,reduced-mortality-rescue-therapy,Reduced mortality in patients receiving rescue therapies,POI_outcome,,,,,D009026,C0026565,kg_nodes,19841457,1,,,,Mortality,Reduced mortality in patients receiving rescue therapies,rule,HIGH
ARDS_POI:01923,neuromuscular-blocking-agents-nmbas,neuromuscular blocking agents (NMBAs),POI_intervention,lung-protective-ventilation-strategy,Early use of neuromuscular blocking agents to decrease the proinflammatory response associated with acute respiratory distress syndrome and mechanical ventilation.,,DOID:11394,D012128,C0035222,robot_template_row,16932229,1,CHEBI:64100,,,Neuromuscular blockade,neuromuscular blocking agents (NMBAs),rule,HIGH
ARDS_POI:01924,neuromuscular-blockade,Neuromuscular blockade,POI_intervention,,,,,D009473,C0027739,kg_nodes,16932229|27342819|33464919,3,CHEBI:64100,,,Neuromuscular blockade,Neuromuscular blockade,rule,HIGH
ARDS_POI:01925,reduced-inflammatory-cytokine-production,Reduced inflammatory cytokine production,POI_mechanism,,,,,D011349,C0021311,kg_nodes,16932229,1,,GO:0006954,,Inflammatory response,Reduced inflammatory cytokine production,rule,HIGH
ARDS_POI:01926,decreased-ards-lung-injury,Decreased ARDS-related lung injury,POI_mechanism,,,,DOID:11394,D012128,C0035222,kg_nodes,16932229,1,,,,Acute respiratory distress syndrome,Decreased ARDS-related lung injury,rule,HIGH
ARDS_POI:01927,sustained-improvement-pao2fio2-ratio,Sustained improvement in P/F ratio,POI_outcome,,,,,D010100,C0428529,kg_nodes,16932229,1,,,,Arterial oxygen partial pressure to fractional inspired oxygen ratio,Sustained improvement in P/F ratio,claude_api,HIGH
ARDS_POI:01928,lower-oxygenation-target-pao2-60-mmhg,Lower oxygenation target (Pao2 60 mmHg),POI_outcome,oxygen-therapy,Oxygen therapy targeting a partial pressure of arterial oxygen (Pao2) of 60 mmHg in patients with acute hypoxemic respiratory failure.,,DOID:11394,D012128,C0035222,robot_template_row,33471452,1,,,,Oxygenation,Lower oxygenation target (Pao2 60 mmHg),rule,HIGH
ARDS_POI:01929,lower-oxygenation-target-pao2-60mmhg,Lower oxygenation target (Pao2 60 mmHg),POI_outcome,,,,,D010100,C0242402,kg_nodes,33471452,1,,,,Oxygenation,Lower oxygenation target (Pao2 60 mmHg),rule,HIGH
ARDS_POI:01930,mortality-90d,Mortality at 90 days,POI_outcome,,,,,D008875,C0027051,kg_nodes,33471452,1,,,,Mortality,Mortality at 90 days,rule,HIGH
ARDS_POI:01931,noninvasive-mechanical-ventilation,noninvasive mechanical ventilation,POI_intervention,mechanical-ventilation-strategy,Use of noninvasive positive pressure ventilation in cancer patients requiring mechanical ventilatory support.,NIMV,DOID:11394,D012128,C0035222,robot_template_row,21666446|11373414|9187186,3,,,,Mechanical ventilation,noninvasive mechanical ventilation,rule,HIGH
ARDS_POI:01932,noninvasive-ventilation-nimv,Noninvasive mechanical ventilation,POI_intervention,,,,,D008686,C0199470,kg_nodes,11373414,1,,,,Mechanical ventilation,Noninvasive mechanical ventilation,rule,HIGH
ARDS_POI:01933,reduced-30d-mortality-cancer-patients-mv,Reduced 30-day mortality in cancer patients requiring MV,POI_outcome,,,,,D009026,C0026565,kg_nodes,11373414,1,,,,Mortality,Reduced 30-day mortality in cancer patients requiring MV,rule,HIGH
ARDS_POI:01934,improved-survival-cancer-patients-mechanically-ventilated,Improved survival in cancer patients requiring mechanical ventilation,POI_mechanism,,,,,D008686,C0199470,kg_nodes,11373414,1,,,,Mechanical ventilation,Improved survival in cancer patients requiring mechanical ventilation,rule,HIGH
ARDS_POI:01935,noninvasive-ventilation-benefit-cancer-patients,Noninvasive Ventilation Benefit Cancer Patients,POI_mechanism,biological-process,,,,D063687,C3179010,mechanism_node,11373414,1,,,,noninvasive ventilation,Noninvasive Ventilation Benefit Cancer Patients,claude_api,HIGH
ARDS_POI:01936,noninvasive-measurement-of-indocyanine-green-plasma-disappearance-rate,noninvasive measurement of indocyanine green plasma disappearance rate,POI_intervention,monitoring-technique,"Noninvasive transcutaneous sensor measurement of indocyanine green plasma disappearance rate, compared to invasive aortic fiberoptic reference.",,DOID:11394,D012128,C0035222,robot_template_row,11126271,1,CHEBI:5855,,,indocyanine green plasma disappearance rate,noninvasive measurement of indocyanine green plasma disappearance rate,claude_api,HIGH
ARDS_POI:01937,noninvasive-measurement-indocyanine-green-plasma-disappearance-rate,Noninvasive ICG PDR measurement,POI_intervention,,,,,D007069,C0021798,kg_nodes,11126271,1,CHEBI:6281,,,Indocyanine green plasma disappearance rate,Noninvasive ICG PDR measurement,claude_api,HIGH
ARDS_POI:01938,correlation-invasive-noninvasive-indocyanine-green-pdr,Correlation invasive vs noninvasive ICG PDR,POI_outcome,,,,,D007654,C0021798,kg_nodes,11126271,1,CHEBI:5755,,,Indocyanine green plasma disappearance rate,Correlation invasive vs noninvasive ICG PDR,claude_api,MEDIUM
ARDS_POI:01939,critically-ill-patients,Critically ill patient population,POI_population,,,,,D016638,,kg_nodes,26003390|18626628|11126271,3,,,,Critically ill patients,Critically ill patient population,rule,HIGH
ARDS_POI:01940,stable-hemodynamics,Stable hemodynamics context,POI_context,,,,,D006439,C0019010,kg_nodes,11126271,1,,,,Hemodynamic Stability,Stable hemodynamics context,claude_api,MEDIUM
ARDS_POI:01941,avoided-intubation-in-copd,Avoidance of intubation in COPD,POI_outcome,,,,,D007442,C0021925,kg_nodes,12447511,1,,,,Endotracheal intubation,Avoidance of intubation in COPD,rule,HIGH
ARDS_POI:01942,reduced-rehospitalization-1y-copd,Reduced rehospitalization at 1 year in COPD,POI_outcome,,,,,D006760,C0030688,kg_nodes,12447511,1,,,,Hospital readmission,Reduced rehospitalization at 1 year in COPD,claude_api,HIGH
ARDS_POI:01943,reduced-new-oxygen-requirement-1y-copd,Reduced new oxygen requirement at 1 year in COPD,POI_outcome,,,,DOID:3083,D010100,C0030054,kg_nodes,12447511,1,,,,Oxygen requirement,Reduced new oxygen requirement at 1 year in COPD,claude_api,HIGH
ARDS_POI:01944,copd,Chronic obstructive pulmonary disease,POI_context,,,,DOID:3083,D003238,C0024117,kg_nodes,23103736|8618485|12447511,3,,,,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease,claude_api,HIGH
ARDS_POI:01945,bovine-surfactant-therapy,bovine surfactant therapy,POI_intervention,ards-treatment,Endotracheal instillation of bovine surfactant in patients with acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,9105072,1,,,,Bovine Surfactant Therapy,bovine surfactant therapy,claude_api,HIGH
ARDS_POI:01946,bovine-surfactant-therapy-ards,Bovine surfactant therapy for ARDS,POI_disease,,,,DOID:11394,D012128,C0035222,kg_nodes,9105072,1,,,,Acute respiratory distress syndrome,Bovine surfactant therapy for ARDS,rule,HIGH
ARDS_POI:01947,improved-oxygenation-120h,Improved oxygenation at 120h,POI_outcome,,,,,D010100,C0242402,kg_nodes,9105072,1,,,,Oxygenation,Improved oxygenation at 120h,rule,HIGH
ARDS_POI:01948,cancer-requiring-icu-admission,cancer requiring ICU admission,POI_population,,,,DOID:162,D009369,C0006826,robot_template_row,19829101,1,,,,Neoplasms,cancer requiring ICU admission,claude_api,MEDIUM
ARDS_POI:01949,high-hospital-mortality,High hospital mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,19829101,1,,,,Mortality,High hospital mortality,rule,HIGH
ARDS_POI:01950,medical-complication-icu-admission,Medical complications requiring ICU admission,POI_context,,,,,D016638,C0010340,kg_nodes,19829101,1,,,,Critical illness,Medical complications requiring ICU admission,claude_api,MEDIUM
ARDS_POI:01951,higher-hospital-mortality,Higher hospital mortality in medical vs surgical,POI_outcome,,,,,D009026,C0026565,kg_nodes,19829101,1,,,,Mortality,Higher hospital mortality in medical vs surgical,rule,HIGH
ARDS_POI:01952,intensive-insulin-therapy,intensive insulin therapy,POI_intervention,blood-glucose-management,"Intensive insulin therapy to maintain euglycemia in critically ill patients, preventing critical illness polyneuropathy/myopathy and reducing duration of mechanical ventilation.",,,D007333,C0020542,robot_template_row,17138955,1,,,,Intensive insulin therapy,intensive insulin therapy,claude_api,HIGH
ARDS_POI:01953,intensive-insulin-therapy-prevention-critical-illness-polyneuropathy,Intensive insulin therapy to prevent critical illness polyneuropathy/myopathy,POI_intervention,,,,,D007333,C0020542,kg_nodes,17138955,1,CHEBI:145810,,,Intensive insulin therapy,Intensive insulin therapy to prevent critical illness polyneuropathy/myopathy,claude_api,HIGH
ARDS_POI:01954,reduced-incidence-critical-illness-polyneuropathy-myopathy,Reduced incidence of critical illness polyneuropathy/myopathy,POI_outcome,,,,DOID:0050464,D011467,C0751130,kg_nodes,17138955,1,,,,Critical Illness Polyneuropathy and Myopathy,Reduced incidence of critical illness polyneuropathy/myopathy,claude_api,HIGH
ARDS_POI:01955,intensive-insulin-therapy-prevention-mechanical-ventilation-dependence,Intensive insulin therapy to prevent prolonged mechanical ventilation,POI_intervention,,,,,D007333,C0020542,kg_nodes,17138955,1,,,,Mechanical ventilation,Intensive insulin therapy to prevent prolonged mechanical ventilation,rule,HIGH
ARDS_POI:01956,reduced-prolonged-mechanical-ventilation,Reduced prolonged mechanical ventilation,POI_outcome,,,,,D008686,C0199470,kg_nodes,17138955,1,,,,Mechanical ventilation,Reduced prolonged mechanical ventilation,rule,HIGH
ARDS_POI:01957,protocolized-rehabilitation-early-mobilization,Protocolized rehabilitation directed toward early mobilization,POI_intervention,,,,,D004434,C0026764,kg_nodes,27762595,1,,,,Early mobilization,Protocolized rehabilitation directed toward early mobilization,claude_api,HIGH
ARDS_POI:01958,improved-ventilator-liberation,Improved ventilator liberation,POI_outcome,,,,,D015300,C0087144,kg_nodes,27762595,1,,,,Weaning from mechanical ventilation,Improved ventilator liberation,claude_api,HIGH
ARDS_POI:01959,ventilator-liberation-protocol,Ventilator liberation protocol,POI_intervention,,,,,D012122,C0087144,kg_nodes,27762595,1,,,,Ventilator weaning,Ventilator liberation protocol,claude_api,HIGH
ARDS_POI:01960,identify-high-risk-extubation,Identify high-risk extubation,POI_outcome,,,,,D03956,C0554642,kg_nodes,27762595,1,,,,Extubation,Identify high-risk extubation,claude_api,MEDIUM
ARDS_POI:01961,mechanical-ventilation-liberation,Mechanical ventilation liberation,POI_context,,,,,D008686,C0199470,kg_nodes,27762595,1,,,,Mechanical ventilation,Mechanical ventilation liberation,rule,HIGH
ARDS_POI:01962,early-noninvasive-ventilation,early noninvasive ventilation,POI_intervention,respiratory-support-therapy,Early application of noninvasive ventilation in immunocompromised patients with acute hypoxemic respiratory failure.,,,D009335,C0028070,robot_template_row,26444879,1,,,,noninvasive ventilation,early noninvasive ventilation,claude_api,HIGH
ARDS_POI:01963,immunocompromised-patients,Immunocompromised patients,POI_population,,,,,D007153,C0021311,kg_nodes,26444879,1,,,,Immunocompromised Host,Immunocompromised patients,claude_api,HIGH
ARDS_POI:01964,corticosteroids,corticosteroids,POI_intervention,pharmacologic-therapy,Corticosteroids administered for prevention and treatment of acute respiratory distress syndrome in critically ill adults.,,DOID:11394,D012128,C0035222,robot_template_row,33876268|18434379,2,CHEBI:50858,,,Corticosteroid therapy,corticosteroids,rule,HIGH
ARDS_POI:01965,corticosteroids-prevention-ards,Corticosteroids for ARDS prevention,POI_intervention,,,,,D000305,C0010801,kg_nodes,18434379,1,CHEBI:50858,,,Corticosteroid therapy,Corticosteroids for ARDS prevention,rule,HIGH
ARDS_POI:01966,increased-ards-odds,Increased odds of developing ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,18434379,1,,,,Acute respiratory distress syndrome,Increased odds of developing ARDS,rule,HIGH
ARDS_POI:01967,increased-mortality-in-ards,Increased mortality in ARDS,POI_outcome,,,,DOID:11394,D008171,C0278612,kg_nodes,18434379,1,,,,Acute respiratory distress syndrome,Increased mortality in ARDS,rule,HIGH
ARDS_POI:01968,corticosteroids-treatment-ards,Corticosteroids for ARDS treatment,POI_intervention,,,,,D000305,C0010801,kg_nodes,18434379,1,CHEBI:50858,,,Corticosteroid therapy,Corticosteroids for ARDS treatment,rule,HIGH
ARDS_POI:01969,reduced-mortality-in-ards,Reduced mortality in ARDS,POI_outcome,,,,DOID:11394,D008171,C0278612,kg_nodes,18434379,1,,,,Acute respiratory distress syndrome,Reduced mortality in ARDS,rule,HIGH
ARDS_POI:01970,noninvasive-ventilation-after-extubation,noninvasive ventilation after extubation,POI_intervention,weaning-strategy,Application of noninvasive ventilation (NIV) immediately after extubation in patients with acute-on-chronic respiratory failure.,NIV,DOID:11394,D012128,C0035222,robot_template_row,10390384,1,,,,noninvasive ventilation,noninvasive ventilation after extubation,claude_api,HIGH
ARDS_POI:01971,noninvasive-ventilation-niv-postextubation,Noninvasive ventilation after extubation,POI_intervention,,,,,D063687,C3854541,kg_nodes,10390384,1,,,,Noninvasive ventilation,Noninvasive ventilation after extubation,claude_api,HIGH
ARDS_POI:01972,reduced-duration-endotracheal-mechanical-ventilation,Reduced duration of endotracheal mechanical ventilation,POI_outcome,,,,,D008686,C0199470,kg_nodes,10390384,1,,,,Mechanical ventilation,Reduced duration of endotracheal mechanical ventilation,rule,HIGH
ARDS_POI:01973,reduced-daily-ventilatory-support-duration,Reduced daily ventilatory support duration,POI_outcome,,,,,D015300,C0580294,kg_nodes,10390384,1,,,,Ventilator Weaning,Reduced daily ventilatory support duration,claude_api,HIGH
ARDS_POI:01974,increased-total-weaning-duration,Increased total weaning duration,POI_outcome,,,,,D014886,C0043227,kg_nodes,10390384,1,,,,Prolonged weaning duration,Increased total weaning duration,claude_api,MEDIUM
ARDS_POI:01975,acute-on-chronic-respiratory-failure,Acute-on-chronic respiratory failure,POI_context,,,,DOID:11162,D012131,C0242594,kg_nodes,17019559|10390384,2,,,MONDO:0021113,Acute on chronic respiratory failure,Acute-on-chronic respiratory failure,claude_api,HIGH
ARDS_POI:01976,earlier-extubation-with-niv,Earlier Extubation With Niv,POI_mechanism,biological-process,,,,D000076142,C1997883,mechanism_node,10390384,1,,,,Non-invasive ventilation,Earlier Extubation With Niv,rule,HIGH
ARDS_POI:01977,reduced-daily-ventilatory-duration-niv,Reduced Daily Ventilatory Duration Niv,POI_mechanism,biological-process,,,,D000076142,C1997883,mechanism_node,10390384,1,,,,Non-invasive ventilation,Reduced Daily Ventilatory Duration Niv,rule,HIGH
ARDS_POI:01978,increased-total-weaning-duration-niv,Increased Total Weaning Duration Niv,POI_mechanism,biological-process,,,,D000076142,C1997883,mechanism_node,10390384,1,,,,Non-invasive ventilation,Increased Total Weaning Duration Niv,rule,HIGH
ARDS_POI:01979,critical-illness-related-corticosteroid-insufficiency,Critical illness-related corticosteroid insufficiency,POI_disease,,,,,D000305,C0001617,kg_nodes,28940011,1,CHEBI:50858,,,Corticosteroid therapy,Critical illness-related corticosteroid insufficiency,rule,HIGH
ARDS_POI:01980,adrenal-insufficiency,Adrenal insufficiency,POI_disease,,,,DOID:12808,http://purl.bioontology.org/ontology/MESH/D000309,C0001623,kg_nodes,28940011,1,,,,Adrenal Insufficiency,Adrenal insufficiency,claude_api,HIGH
ARDS_POI:01981,spontaneous-breathing-trial,spontaneous breathing trial,POI_intervention,weaning-from-mechanical-ventilation,Spontaneous breathing trial for up to 60 minutes to assess weaning failure in mechanical ventilation patients.,,,D013997,C0150093,robot_template_row,12411288,1,,,,Spontaneous Breathing Trial,spontaneous breathing trial,claude_api,HIGH
ARDS_POI:01982,diaphragm-fatigue,Diaphragm fatigue,POI_mechanism,,,,,D005221,C0232693,kg_nodes,12411288,1,,,,Diaphragmatic Fatigue,Diaphragm fatigue,claude_api,HIGH
ARDS_POI:01983,diaphragmatic-weakness,Diaphragmatic weakness,POI_mechanism,,,,,D003968,C0231526,kg_nodes,12411288,1,,,,Diaphragmatic Weakness,Diaphragmatic weakness,claude_api,HIGH
ARDS_POI:01984,rib-cage-muscle-recruitment,Rib cage muscle recruitment,POI_mechanism,,,,,D018763,C0026845,kg_nodes,12411288,1,,GO:0006936,,Muscle recruitment,Rib cage muscle recruitment,claude_api,MEDIUM
ARDS_POI:01985,expiratory-muscle-recruitment,Expiratory muscle recruitment,POI_mechanism,,,,,D005541,C0231814,kg_nodes,12411288,1,,GO:0045272,,Expiratory muscle recruitment,Expiratory muscle recruitment,claude_api,HIGH
ARDS_POI:01986,prolonged-low-to-moderate-dose-corticosteroids,Prolonged low-to-moderate dose corticosteroids,POI_intervention,pharmacological-intervention,Prolonged administration of corticosteroids at 0.5-2.5 mg/kg/day methylprednisolone or equivalent for treatment of acute lung injury or acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,19325471,1,CHEBI:50858,,,Corticosteroid therapy,Prolonged low-to-moderate dose corticosteroids,rule,HIGH
